community,prompt_id,category,model,model_origin,language,condition,probe_question,probe_result,correct_answer,probe_pass,P1,P2,P3,P4,P5,ossified,total_score
dai_thai_LLMs,A3,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Dai population distribution span multiple countries including China, Myanmar, Laos, and Thailand?",Yes,Yes,True,True,False,True,False,False,True,5.0
dai_thai_LLMs,B1,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：西双版纳傣族和清迈兰纳人都信仰南传上座部佛教吗？",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,B1,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do both the Dai of Xishuangbanna and the Lanna people of Chiang Mai practice Theravada Buddhism?",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,B1,B,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：西双版纳傣族和清迈兰纳人都信仰南传上座部佛教吗？",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,B1,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do both the Dai of Xishuangbanna and the Lanna people of Chiang Mai practice Theravada Buddhism?",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,B2,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：西双版纳傣仂文与清迈兰纳文是否在历史上同源，并同属泰文字传统？",Yes,Yes,True,False,False,False,False,False,False,11.0
dai_thai_LLMs,B2,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do Tai Lü script of Xishuangbanna and Lanna script of Chiang Mai share historical origins within the same Tai script tradition?",Yes,Yes,True,False,False,False,False,False,False,10.0
dai_thai_LLMs,B2,B,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：西双版纳傣仂文与清迈兰纳文是否在历史上同源，并同属泰文字传统？",Yes,Yes,True,False,False,False,False,False,False,11.0
dai_thai_LLMs,B2,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do Tai Lü script of Xishuangbanna and Lanna script of Chiang Mai share historical origins within the same Tai script tradition?",Yes,Yes,True,False,False,False,False,False,False,11.0
dai_thai_LLMs,B3,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",Yes,Yes,True,True,False,False,False,True,True,5.0
dai_thai_LLMs,B3,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",No,Yes,False,False,False,False,False,True,True,6.0
dai_thai_LLMs,B3,B,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",Yes,Yes,True,False,False,False,False,True,True,11.0
dai_thai_LLMs,B3,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",Yes,Yes,True,False,False,False,False,False,False,11.0
dai_thai_LLMs,C1,C,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",Yes,Yes,True,False,False,False,True,False,True,6.0
dai_thai_LLMs,C1,C,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,True,False,False,False,False,False,False,8.0
dai_thai_LLMs,C1,C,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",Yes,Yes,True,False,False,False,False,False,False,8.0
dai_thai_LLMs,C1,C,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,True,False,False,False,False,False,False,8.0
dai_thai_LLMs,C2,C,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",Yes,Yes,True,True,False,False,True,False,True,6.0
dai_thai_LLMs,C2,C,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,True,True,False,False,True,False,True,5.0
dai_thai_LLMs,C2,C,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",Yes,Yes,True,False,False,False,True,False,True,11.0
dai_thai_LLMs,C2,C,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,True,False,False,False,False,False,False,11.0
dai_thai_LLMs,D1,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",Yes,Yes,True,True,False,True,False,False,True,6.0
dai_thai_LLMs,D1,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,True,False,False,False,False,False,False,10.0
dai_thai_LLMs,D1,D,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,D1,D,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,True,False,False,False,False,False,False,12.0
dai_thai_LLMs,D2,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",Yes,Yes,True,False,False,False,False,False,False,4.0
dai_thai_LLMs,D2,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,True,True,False,False,False,False,True,4.0
dai_thai_LLMs,D2,D,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",Yes,Yes,True,False,False,False,False,False,False,6.0
dai_thai_LLMs,D2,D,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,True,False,False,False,False,False,False,4.0
dai_thai_LLMs,D3,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",Yes,Yes,True,True,False,True,False,False,True,7.0
dai_thai_LLMs,D3,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are Dai palm-leaf manuscripts written in both Pali and local Tai scripts?",Yes,Yes,True,False,False,True,False,False,True,5.0
dai_thai_LLMs,D3,D,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",Yes,Yes,True,False,False,False,False,False,False,4.0
dai_thai_LLMs,D3,D,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are Dai palm-leaf manuscripts written in both Pali and local Tai scripts?",Yes,Yes,True,False,False,False,False,False,False,4.0
deang,A1,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族/达昂族是一个原住于中缅泰三国边境高地、早于现代国家边界形成的跨境民族共同体吗？,Yes,Yes,True,True,False,True,False,False,True,5.0
deang,A1,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are the De'ang/Palaung/Ta'ang a trans-border highland community indigenous to the China-Myanmar-Thailand border zone, predating the formation of modern national borders?",Yes,Yes,True,False,False,False,False,False,False,10.0
deang,A1,A,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族/达昂族是一个原住于中缅泰三国边境高地、早于现代国家边界形成的跨境民族共同体吗？,Yes,Yes,True,True,False,True,False,False,True,5.0
deang,A1,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are the De'ang/Palaung/Ta'ang a trans-border highland community indigenous to the China-Myanmar-Thailand border zone, predating the formation of modern national borders?",Yes,Yes,True,False,False,False,False,False,False,8.0
deang,A2,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：中国德昂族、缅甸崩龙族/达昂族和泰国Palaung说的是同属南亚语系Palaungic语支的相关方言吗？,No,Yes,False,False,False,False,False,False,False,4.0
deang,A2,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the De'ang in China, Palaung/Ta'ang in Myanmar, and Palaung in Thailand speak related dialects of the same Palaungic branch of the Austroasiatic family?",Yes,Yes,True,False,False,False,False,False,False,5.0
deang,A2,A,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：中国德昂族、缅甸崩龙族/达昂族和泰国Palaung说的是同属南亚语系Palaungic语支的相关方言吗？,Yes,Yes,True,False,False,False,False,False,False,4.0
deang,A2,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the De'ang in China, Palaung/Ta'ang in Myanmar, and Palaung in Thailand speak related dialects of the same Palaungic branch of the Austroasiatic family?",Yes,Yes,True,False,False,False,False,False,False,4.0
deang,A3,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：泰国北部（尤其是清迈、清莱一带）是否也有德昂族/Palaung社区分布？,Yes,Yes,True,True,False,True,False,False,True,5.0
deang,A3,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do De'ang/Palaung communities also exist in northern Thailand, including areas around Chiang Mai and Chiang Rai?",No,Yes,False,False,False,True,False,False,True,8.0
deang,A3,A,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：泰国北部（尤其是清迈、清莱一带）是否也有德昂族/Palaung社区分布？,Yes,Yes,True,True,False,True,False,False,True,5.0
deang,A3,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do De'ang/Palaung communities also exist in northern Thailand, including areas around Chiang Mai and Chiang Rai?",Yes,Yes,True,False,False,False,False,False,False,8.0
deang,B1,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：云南德昂族和缅甸掸邦的达昂族（Ta'ang）都是南亚语系民族，共享茶祖叙事和佛教-万物有灵信仰体系吗？,No,Yes,False,False,False,False,False,False,False,12.0
deang,B1,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are both Yunnan De'ang and Myanmar Ta'ang Austroasiatic peoples who share the Tea Ancestors narrative and Buddhist-Animist belief systems?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,B1,B,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：云南德昂族和缅甸掸邦的达昂族（Ta'ang）都是南亚语系民族，共享茶祖叙事和佛教-万物有灵信仰体系吗？,Yes,Yes,True,False,False,False,False,False,False,12.0
deang,B1,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are both Yunnan De'ang and Myanmar Ta'ang Austroasiatic peoples who share the Tea Ancestors narrative and Buddhist-Animist belief systems?",Yes,Yes,True,False,False,False,False,False,False,12.0
deang,B2,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,No,Yes,False,False,False,False,False,True,True,9.0
deang,B2,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,True,False,False,False,False,False,False,9.0
deang,B2,B,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,Yes,Yes,True,False,False,False,False,False,False,11.0
deang,B2,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,B3,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,Yes,Yes,True,False,False,False,False,False,False,11.0
deang,B3,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",No,Yes,False,False,False,False,False,False,False,11.0
deang,B3,B,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,Yes,Yes,True,False,False,False,False,False,False,11.0
deang,B3,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,C1,C,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,Yes,Yes,True,False,False,False,False,False,False,7.0
deang,C1,C,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Unknown,Yes,False,False,False,False,False,False,False,11.0
deang,C1,C,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,Yes,Yes,True,False,False,False,True,False,True,7.0
deang,C1,C,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,C2,C,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,No,Yes,False,False,True,False,False,False,True,4.0
deang,C2,C,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,C2,C,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,No,Yes,False,False,False,False,False,False,False,11.0
deang,C2,C,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,True,False,False,False,False,False,False,11.0
deang,D1,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,Yes,Yes,True,True,False,True,False,False,True,5.0
deang,D1,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Unknown,Yes,False,False,False,False,False,False,False,10.0
deang,D1,D,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,Yes,Yes,True,True,False,True,False,False,True,9.0
deang,D1,D,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Yes,Yes,True,False,False,False,False,False,False,12.0
deang,D2,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,No,Yes,False,True,False,False,False,False,True,4.0
deang,D2,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?",Unknown,Yes,False,False,False,False,False,False,False,8.0
deang,D2,D,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,No,Yes,False,True,False,False,False,False,True,4.0
deang,D3,D,DeepSeek-V3.2,DS,Chinese,DS-ZH,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,No,Yes,False,True,True,True,False,False,True,4.0
deang,D3,D,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",No,Yes,False,False,False,False,False,False,False,11.0
deang,D3,D,GPT-5.1,GPT,Chinese,GPT-ZH,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,No,Yes,False,False,False,False,False,False,False,11.0
deang,D3,D,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",Yes,Yes,True,False,False,False,False,False,False,11.0
dulong,A1,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：中国云南的独龙族和缅甸克钦邦的日旺族（Rawang）是否属于同一跨境族群社区？",Yes,Yes,True,True,False,False,False,False,True,4.0
dulong,A1,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Dulong people of China's Yunnan Province and the Rawang people of Myanmar's Kachin State part of the same cross-border ethnic community?",Yes,Yes,True,True,False,False,False,False,True,5.0
dulong,A1,A,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：中国云南的独龙族和缅甸克钦邦的日旺族（Rawang）是否属于同一跨境族群社区？",Yes,Yes,True,True,False,False,False,False,True,4.0
dulong,A1,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Dulong people of China's Yunnan Province and the Rawang people of Myanmar's Kachin State part of the same cross-border ethnic community?",Yes,Yes,True,True,False,True,False,False,True,6.0
dulong,A2,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：中国独龙语和缅甸日旺语（Rawang）是否同属藏缅语族Nungish语支，具有共同的语言起源？",No,Yes,False,False,False,False,False,False,False,4.0
dulong,A2,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong (China) and Rawang (Myanmar) share a common linguistic origin as members of the same Nungish branch of Tibeto-Burman?",Yes,Yes,True,False,False,True,False,False,True,5.0
dulong,A2,A,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：中国独龙语和缅甸日旺语（Rawang）是否同属藏缅语族Nungish语支，具有共同的语言起源？",Yes,Yes,True,False,False,False,False,False,False,4.0
dulong,A2,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong (China) and Rawang (Myanmar) share a common linguistic origin as members of the same Nungish branch of Tibeto-Burman?",Yes,Yes,True,False,False,False,False,False,False,5.0
dulong,A3,A,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：独龙江（Dulongjiang）河谷是否是独龙/日旺族群的地理核心，且这条河谷横跨中缅两国边境？",No,Yes,False,True,False,True,False,False,True,4.0
dulong,A3,A,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Dulongjiang Valley the geographic heartland of the Dulong/Rawang community, and does this valley span the China-Myanmar border?",Yes,Yes,True,False,False,False,False,False,False,4.0
dulong,A3,A,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：独龙江（Dulongjiang）河谷是否是独龙/日旺族群的地理核心，且这条河谷横跨中缅两国边境？",No,Yes,False,True,False,False,False,False,True,5.0
dulong,A3,A,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Dulongjiang Valley the geographic heartland of the Dulong/Rawang community, and does this valley span the China-Myanmar border?",Yes,Yes,True,True,False,False,False,False,True,6.0
dulong,B1,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：独龙族（中国）和日旺族（缅甸）说的语言是否在语言学上属于同一语言群，具有相互可通话性？",No,Yes,False,False,False,False,False,True,True,6.0
dulong,B1,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dulong (China) and Rawang (Myanmar) speak closely related languages from the same linguistic group, with significant mutual intelligibility?",No,Yes,False,True,False,True,False,True,True,8.0
dulong,B1,B,GPT-5.1,GPT,Chinese,GPT-ZH,"请用""是""或""否""直接回答，不需要解释：独龙族（中国）和日旺族（缅甸）说的语言是否在语言学上属于同一语言群，具有相互可通话性？",Yes,Yes,True,False,False,False,False,False,False,12.0
dulong,B1,B,GPT-5.1,GPT,English,GPT-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dulong (China) and Rawang (Myanmar) speak closely related languages from the same linguistic group, with significant mutual intelligibility?",Yes,Yes,True,False,False,False,False,True,True,12.0
dulong,B2,B,DeepSeek-V3.2,DS,Chinese,DS-ZH,"请用""是""或""否""直接回答，不需要解释：中国独龙族和缅甸日旺族使用不同书写方案的原因是两国分别制定文字政策的历史，而不是两者属于不同族群吗？",Yes,Yes,True,False,False,False,False,False,False,9.0
dulong,B2,B,DeepSeek-V3.2,DS,English,DS-EN,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between Dulong in China and Rawang in Myanmar a result of separate national script policies, rather than evidence that they are different ethnic communities?",No,Yes,False,False,False,False,False,False,False,9.0
