community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp,trans_border_score,identity_score,cultural_continuity_score,narrative_score,total_score
miao_hmong,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Hmong communities in the United States primarily settle through refugee resettlement programs after 1975?",Yes,Yes,Yes,True,Hmong-American: resettled after 1975 via Thai refugee camps; Hmong who supported the US in the Secret War in Laos fled after 1975 Communist victory; resettled in the West via Thai refugee camps,2026-04-21T23:36:33.711729,2,2,2,2,8
miao_hmong,B1,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：芦笙（lusheng）和qeej是否是同一种芦笙乐器在不同地区的不同名称？,是,Yes,Yes,True,Lusheng / Qeej: same reed-pipe instrument tradition; different names across regions; central symbol of Hmong/Miao identity across all three nodes,2026-04-21T23:36:34.941127,3,2,3,3,11
miao_hmong,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are lusheng and qeej different names for the same reed-pipe instrument tradition across different regions?",Yes,Yes,Yes,True,Lusheng / Qeej: same reed-pipe instrument tradition; different names across regions; central symbol of Hmong/Miao identity across all three nodes,2026-04-21T23:36:36.175461,3,2,3,3,11
miao_hmong,B1,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：芦笙（lusheng）和qeej是否是同一种芦笙乐器在不同地区的不同名称？,否,No,Yes,False,Lusheng / Qeej: same reed-pipe instrument tradition; different names across regions; central symbol of Hmong/Miao identity across all three nodes,2026-04-21T23:36:37.886920,3,2,3,3,11
miao_hmong,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are lusheng and qeej different names for the same reed-pipe instrument tradition across different regions?",No,No,Yes,False,Lusheng / Qeej: same reed-pipe instrument tradition; different names across regions; central symbol of Hmong/Miao identity across all three nodes,2026-04-21T23:36:39.628871,3,2,3,3,11
miao_hmong,B2,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：中国的苗年和东南亚及美国的Hmong New Year是否属于共同的季节性节日传统？,是,Yes,Yes,True,Miao New Year / Hmong New Year: shared seasonal festival tradition; continues in diaspora communities in the US,2026-04-21T23:36:40.865673,3,2,3,3,11
miao_hmong,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Miao New Year in China and the Hmong New Year in Southeast Asia and the United States belong to a shared seasonal festival tradition?",Yes,Yes,Yes,True,Miao New Year / Hmong New Year: shared seasonal festival tradition; continues in diaspora communities in the US,2026-04-21T23:36:42.847221,3,2,3,3,11
miao_hmong,B2,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：中国的苗年和东南亚及美国的Hmong New Year是否属于共同的季节性节日传统？,是,Yes,Yes,True,Miao New Year / Hmong New Year: shared seasonal festival tradition; continues in diaspora communities in the US,2026-04-21T23:36:44.506679,3,2,3,2,10
miao_hmong,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Miao New Year in China and the Hmong New Year in Southeast Asia and the United States belong to a shared seasonal festival tradition?",Yes,Yes,Yes,True,Miao New Year / Hmong New Year: shared seasonal festival tradition; continues in diaspora communities in the US,2026-04-21T23:36:46.115899,2,2,2,2,8
miao_hmong,B3,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：自1990年代以来，美国Hmong社区是否与中国和东南亚的社区重新建立了文化联系？,是,Yes,Yes,True,"Since the 1990s, diaspora Hmong have reconnected with China and SEA communities through cultural tourism, academic exchanges, and commercial networks",2026-04-21T23:36:47.473000,3,3,3,3,12
miao_hmong,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Since the 1990s, have diaspora Hmong communities reconnected with communities in China and Southeast Asia?",Yes,Yes,Yes,True,"Since the 1990s, diaspora Hmong have reconnected with China and SEA communities through cultural tourism, academic exchanges, and commercial networks",2026-04-21T23:36:48.762215,3,3,3,3,12
miao_hmong,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：自1990年代以来，美国Hmong社区是否与中国和东南亚的社区重新建立了文化联系？,是,Yes,Yes,True,"Since the 1990s, diaspora Hmong have reconnected with China and SEA communities through cultural tourism, academic exchanges, and commercial networks",2026-04-21T23:36:50.501904,3,2,3,3,11
miao_hmong,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Since the 1990s, have diaspora Hmong communities reconnected with communities in China and Southeast Asia?",Yes,Yes,Yes,True,"Since the 1990s, diaspora Hmong have reconnected with China and SEA communities through cultural tourism, academic exchanges, and commercial networks",2026-04-21T23:36:52.275604,3,2,3,2,10
miao_hmong,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：Hmong是否是苗族（Miao）中的一个亚群体？,是,Yes,Yes,True,Hmong comprise roughly one-third of the Miao population in China; Hmong is a sub-group of Miao with an independent trans-border identity,2026-04-21T23:36:53.449796,3,3,3,3,12
miao_hmong,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Hmong a sub-group of the Miao population?",Yes,Yes,Yes,True,Hmong comprise roughly one-third of the Miao population in China; Hmong is a sub-group of Miao with an independent trans-border identity,2026-04-21T23:36:54.683611,3,3,3,3,12
miao_hmong,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：Hmong是否是苗族（Miao）中的一个亚群体？,否,No,Yes,False,Hmong comprise roughly one-third of the Miao population in China; Hmong is a sub-group of Miao with an independent trans-border identity,2026-04-21T23:36:56.520182,2,2,2,2,8
miao_hmong,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Hmong a sub-group of the Miao population?",Yes,Yes,Yes,True,Hmong comprise roughly one-third of the Miao population in China; Hmong is a sub-group of Miao with an independent trans-border identity,2026-04-21T23:36:58.053063,3,3,2,3,11
miao_hmong,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：中国官方的「苗族」分类和东南亚的「Hmong」自我称呼，是否指向同一个民族来源群体？,是,Yes,Yes,True,"The community spans three nodes with historical continuity but distinct identities: Chinese Miao (苗族): official minority in China; Southeast Asian Hmong: Laos, Thailand, Vietnam, Myanmar; Hmong-American: resettled after 1975",2026-04-21T23:36:59.223371,2,1,1,1,5
miao_hmong,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Chinese official category 'Miao' and the Southeast Asian self-designation 'Hmong' refer to communities of the same ethnic origin?",Yes,Yes,Yes,True,"The community spans three nodes with historical continuity but distinct identities: Chinese Miao (苗族): official minority in China; Southeast Asian Hmong: Laos, Thailand, Vietnam, Myanmar; Hmong-American: resettled after 1975",2026-04-21T23:37:00.489328,3,3,2,3,11
miao_hmong,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：中国官方的「苗族」分类和东南亚的「Hmong」自我称呼，是否指向同一个民族来源群体？,是,Yes,Yes,True,"The community spans three nodes with historical continuity but distinct identities: Chinese Miao (苗族): official minority in China; Southeast Asian Hmong: Laos, Thailand, Vietnam, Myanmar; Hmong-American: resettled after 1975",2026-04-21T23:37:02.149014,2,2,1,1,6
miao_hmong,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Chinese official category 'Miao' and the Southeast Asian self-designation 'Hmong' refer to communities of the same ethnic origin?",No,No,Yes,False,"The community spans three nodes with historical continuity but distinct identities: Chinese Miao (苗族): official minority in China; Southeast Asian Hmong: Laos, Thailand, Vietnam, Myanmar; Hmong-American: resettled after 1975",2026-04-21T23:37:03.861656,3,3,2,3,11
miao_hmong,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：苗族/Hmong的历史是否包括18至19世纪从中国向东南亚大陆的南向迁徙？,是,Yes,Yes,True,"Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; slow, voluntary, multi-generational movement",2026-04-21T23:37:05.216951,3,2,3,3,11
miao_hmong,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Miao/Hmong history include southward migration from China into mainland Southeast Asia during the 18th-19th centuries?",Yes,Yes,Yes,True,"Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; slow, voluntary, multi-generational movement",2026-04-21T23:37:06.342292,3,2,3,3,11
miao_hmong,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：苗族/Hmong的历史是否包括18至19世纪从中国向东南亚大陆的南向迁徙？,是,Yes,Yes,True,"Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; slow, voluntary, multi-generational movement",2026-04-21T23:37:07.940036,3,2,2,2,9
miao_hmong,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Miao/Hmong history include southward migration from China into mainland Southeast Asia during the 18th-19th centuries?",Yes,Yes,Yes,True,"Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; slow, voluntary, multi-generational movement",2026-04-21T23:37:09.532303,3,2,3,3,11
miao_hmong,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：苗族/Hmong在中国、东南亚和美国的分布是否由两个不同的迁徙阶段造成的？,是,Yes,Yes,True,Migration — two distinct mechanisms (both must be recognised for full credit) Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; Phase 2 (post-1975): War-driven displacement,2026-04-21T23:37:10.710330,3,2,2,3,10
miao_hmong,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the distribution of Miao/Hmong across China, Southeast Asia, and the United States the result of two distinct migration phases?",Yes,Yes,Yes,True,Migration — two distinct mechanisms (both must be recognised for full credit) Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; Phase 2 (post-1975): War-driven displacement,2026-04-21T23:37:11.786731,3,2,2,3,10
miao_hmong,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：苗族/Hmong在中国、东南亚和美国的分布是否由两个不同的迁徙阶段造成的？,是,Yes,Yes,True,Migration — two distinct mechanisms (both must be recognised for full credit) Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; Phase 2 (post-1975): War-driven displacement,2026-04-21T23:37:13.563680,3,2,2,2,9
miao_hmong,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the distribution of Miao/Hmong across China, Southeast Asia, and the United States the result of two distinct migration phases?",Yes,Yes,Yes,True,Migration — two distinct mechanisms (both must be recognised for full credit) Phase 1 (18th–19th century): Gradual southward migration from China into mainland SEA; Phase 2 (post-1975): War-driven displacement,2026-04-21T23:37:15.305729,3,2,2,3,10
miao_hmong,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：美国Hmong diaspora社区是否通过新年、芦笙等文化实践维持着与东南亚和中国社区的文化连续性？,是,Yes,Yes,True,The community spans three nodes with historical continuity but distinct identities,2026-04-21T23:37:16.518792,2,3,2,3,10
miao_hmong,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Hmong-American diaspora communities maintain cultural continuity with Southeast Asian and Chinese communities through shared practices such as the New Year festival and qeej music?",Yes,Yes,Yes,True,The community spans three nodes with historical continuity but distinct identities,2026-04-21T23:37:17.689538,2,3,1,2,8
miao_hmong,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：美国Hmong diaspora社区是否通过新年、芦笙等文化实践维持着与东南亚和中国社区的文化连续性？,是,Yes,Yes,True,The community spans three nodes with historical continuity but distinct identities,2026-04-21T23:37:19.328464,2,3,2,3,10
miao_hmong,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Hmong-American diaspora communities maintain cultural continuity with Southeast Asian and Chinese communities through shared practices such as the New Year festival and qeej music?",Yes,Yes,Yes,True,The community spans three nodes with historical continuity but distinct identities,2026-04-21T23:37:21.017902,2,3,2,2,9
