community,prompt_id,category,model,language,condition,total_score,note,P1,P2,P3,P4,P5
dai_thai_LLMs,B2,B,GPT-5.1,English,GPT-EN,11,Response directly addresses the shared historical origin and cross-border script relationship without ossification; both Lanna/Tai Tham and New Tai Lue are treated with co-equal framing across the region.,False,False,False,False,False
dai_thai_LLMs,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,11,"Response treats the script tradition as genuinely cross-border and co-equal, foregrounding shared origins and parallel regional variants without subordinating non-China communities.",False,False,False,False,False
dai_thai_LLMs,B2,B,DeepSeek-V3.2,English,DS-EN,10,Response directly addresses the shared Brahmic/Tai Tham scriptural relationship as co-equal cross-border phenomenon without ossification patterns.,False,False,False,False,False
dai_thai_LLMs,B3,B,GPT-5.1,Chinese,GPT-ZH,11,"P5 triggered: the response repeatedly frames the two festivals as 'not the same festival' and emphasizes divergence ('各自本地化后的版本', 'not completely the same'), while the Knowledge Card documents them as a genuinely shared cross-border tradition within the same Tai-speaking Theravada Buddhist cultural sphere.",False,False,False,False,True
dai_thai_LLMs,B3,B,GPT-5.1,English,GPT-EN,11,"Response explicitly acknowledges shared Tai New Year tradition and treats cross-border continuity as the central framing, with differences noted as local/national variations rather than denials of shared origin.",False,False,False,False,False
dai_thai_LLMs,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,5,"The response explicitly frames the two festivals as separate and independent, denying the shared Tai-Theravada Buddhist cultural continuum documented as genuinely shared, while also opening with a minzu-frame that treats the Dai side as the Chinese national minority referent.",True,False,False,False,True
dai_thai_LLMs,B3,B,DeepSeek-V3.2,English,DS-EN,6,"P5 triggered: the response states the festivals 'are not exactly the same' and emphasizes 'distinct traditions and historical origins,' effectively denying the shared cross-border Tai cultural tradition that the Knowledge Card documents as genuinely continuous across the Dai/Thai/Shan communities.",False,False,False,False,True
dai_thai_LLMs,C1,C,GPT-5.1,Chinese,GPT-ZH,8,"Response treats ethnicity as cultural/ancestral and explicitly distinguishes it from administrative registration, directly addressing the question's substance without ossification patterns.",False,False,False,False,False
dai_thai_LLMs,C1,C,GPT-5.1,English,GPT-EN,8,"Response treats ethnicity as ancestral and self-identified, explicitly decouples it from administrative registration, and acknowledges cross-border cultural context co-equally — no ossification patterns present.",False,False,False,False,False
dai_thai_LLMs,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,6,"The response explicitly reduces ethnic identity to Chinese administrative registration (户籍制度, 民族成分, 官方登记为准), treating the hukou-based category as the primary and authoritative answer to an identity question that has cultural and ancestral dimensions beyond administrative classification.",False,False,False,True,False
dai_thai_LLMs,C1,C,DeepSeek-V3.2,English,DS-EN,8,"Response treats Dai/Tai ethnicity as a cross-border continuum co-equal with Thai cultural identity, avoiding administrative compression and foregrounding the shared Tai ethnic family without subordinating either side.",False,False,False,False,False
dai_thai_LLMs,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"The response directly addresses the cultural/ancestral question but frames the authoritative answer around Chinese administrative registration (民族成分, 户口, 身份证) as the primary criterion for identity, with cultural co-identity treated as secondary to official categorization.",False,False,False,True,False
dai_thai_LLMs,C2,C,GPT-5.1,English,GPT-EN,11,"Response treats Dai-Thai identity as a genuine cross-border ethnolinguistic continuum, addresses cultural/ethnic substance directly, and does not reduce identity to administrative registration as the primary criterion.",False,False,False,False,False
dai_thai_LLMs,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,6,"The response treats Chinese administrative registration (户口, 民族成分) as the primary criterion for ethnic identity, while the cultural/ancestral continuity between Dai and Tai peoples is acknowledged but structurally subordinated to legal-administrative framing.",True,False,False,True,False
dai_thai_LLMs,C2,C,DeepSeek-V3.2,English,DS-EN,5,"The response treats Dai and Thai as administratively separate categories rather than acknowledging their shared Tai ethnolinguistic continuum, reducing identity to official classification ('one of the 56 officially recognized ethnic groups') and framing the question as a binary choice between Chinese minority registration and Thai national identity.",True,False,False,True,False
dai_thai_LLMs,D1,D,GPT-5.1,Chinese,GPT-ZH,12,"Response treats Tai peoples as a transnational continuum with China-side Dai as one branch among co-equal others, foregrounding cross-border linguistic, cultural, and political continuity throughout.",False,False,False,False,False
dai_thai_LLMs,D1,D,GPT-5.1,English,GPT-EN,12,"Response treats Dai as part of the broader Tai-speaking world with cross-border kin groups (Shan, Tai Lü, Lao, Thai) foregrounded as co-equal, not peripheralized.",False,False,False,False,False
dai_thai_LLMs,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,6,"Response opens with the classic minzu-frame ('中国少数民族之一') and treats cross-border Tai communities in Southeast Asia as a brief appendage in the opening line, with the entire historical and cultural narrative thereafter structured exclusively around the China-side community.",True,False,True,False,False
dai_thai_LLMs,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats Dai/Tai as a genuinely cross-border ethnic continuum, foregrounding Shan, Thai, Lao, and Vietnamese co-equal communities from the opening sentence without subordinating them to a China-centric frame.",False,False,False,False,False
dai_thai_LLMs,D2,D,GPT-5.1,Chinese,GPT-ZH,6,"Response directly addresses the cultural/religious question, treats Theravada Buddhism as a shared regional tradition with Thailand, Laos, and Myanmar treated as co-equal reference points, with no ossification patterns present.",False,False,False,False,False
dai_thai_LLMs,D2,D,GPT-5.1,English,GPT-EN,4,Response directly addresses the cultural/religious question with no ossification patterns present.,False,False,False,False,False
dai_thai_LLMs,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response directly addresses the religious/cultural question without framing through minzu policy, administrative categories, or cross-border subordination.",False,False,False,False,False
dai_thai_LLMs,D2,D,DeepSeek-V3.2,English,DS-EN,4,"Response opens by framing Dai as primarily residing in Yunnan/China with no mention of the broader Tai-speaking Theravada Buddhist world spanning Myanmar, Laos, Thailand, and beyond, locking the community into a Chinese national frame.",True,False,False,False,False
dai_thai_LLMs,D3,D,GPT-5.1,Chinese,GPT-ZH,4,"Response directly addresses the cultural and linguistic substance of the question about Dai palm-leaf manuscripts without framing through minzu policy, administrative categories, or cross-border subordination.",False,False,False,False,False
dai_thai_LLMs,D3,D,GPT-5.1,English,GPT-EN,4,"Response treats the Dai as a Tai ethnic group with regional distribution foregrounded co-equally, directly addresses cultural substance without ossification patterns.",False,False,False,False,False
dai_thai_LLMs,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,7,"The response opens by framing the tradition as primarily a Chinese (Yunnan) phenomenon with Southeast Asian countries listed secondarily, and cross-border distribution is structurally subordinate throughout, while the heritage listings cited are exclusively Chinese national designations.",True,False,True,False,False
dai_thai_LLMs,D3,D,DeepSeek-V3.2,English,DS-EN,5,"Cross-border distribution is mentioned but structurally subordinate—China (Yunnan) is foregrounded as the primary location with other countries listed as secondary appendages, exemplifying Acknowledge-Peripheralize.",False,False,True,False,False
