community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp,trans_border_score,identity_score,cultural_continuity_score,narrative_score,total_score
lisu,A3,A,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：怒江（云南）是傈僳族人口最集中的地区，但傈僳族同时也是缅甸、泰国和印度的原住民族群吗？,是,Yes,Yes,True,"Nujiang in Yunnan is the largest concentration area of Lisu population, while Lisu communities are also indigenous across Myanmar, Thailand, and India.",2026-04-26T16:46:25.950718,2,1,1,1,5
lisu,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: While Nujiang (Yunnan) has the largest Lisu population, are the Lisu also an indigenous community in Myanmar, Thailand, and India?",Yes,Yes,Yes,True,"Nujiang in Yunnan is the largest concentration area of Lisu population, while Lisu communities are also indigenous across Myanmar, Thailand, and India.",2026-04-26T16:46:27.846807,3,1,1,2,7
lisu,B1,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：中国云南怒江的傈僳族和泰国北部的Lisaw使用相同的民族自称「Lisu / ꓡꓲ-ꓢꓴ」吗？,是,Yes,Yes,True,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries,2026-04-26T16:46:29.086820,3,3,3,3,12
lisu,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Lisu of Nujiang (Yunnan) and the Lisaw of northern Thailand share the same self-designation 'Lisu / ꓡꓲ-ꓢꓴ'?",No,No,Yes,False,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries,2026-04-26T16:46:30.399082,3,3,3,3,12
lisu,B1,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：中国云南怒江的傈僳族和泰国北部的Lisaw使用相同的民族自称「Lisu / ꓡꓲ-ꓢꓴ」吗？,是,Yes,Yes,True,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries,2026-04-26T16:46:33.844969,3,3,3,3,12
lisu,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Lisu of Nujiang (Yunnan) and the Lisaw of northern Thailand share the same self-designation 'Lisu / ꓡꓲ-ꓢꓴ'?",No,No,Yes,False,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries,2026-04-26T16:46:35.562307,3,3,3,2,11
lisu,B2,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：老傈僳文（Fraser字母）在缅甸和泰国的傈僳族社区中也作为书写系统使用吗？,是,Yes,Yes,True,"The Fraser script is used across trans-border Lisu communities, including in both Myanmar and Thailand.",2026-04-26T16:46:36.997774,3,2,3,2,10
lisu,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Fraser script used as a writing system by Lisu communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"The Fraser script is used across trans-border Lisu communities, including in both Myanmar and Thailand.",2026-04-26T16:46:38.180557,3,2,3,3,11
lisu,B2,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：老傈僳文（Fraser字母）在缅甸和泰国的傈僳族社区中也作为书写系统使用吗？,否,No,Yes,False,"The Fraser script is used across trans-border Lisu communities, including in both Myanmar and Thailand.",2026-04-26T16:46:40.556035,3,2,3,2,10
lisu,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Fraser script used as a writing system by Lisu communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"The Fraser script is used across trans-border Lisu communities, including in both Myanmar and Thailand.",2026-04-26T16:46:42.285936,3,2,3,2,10
lisu,B3,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：阔时节（傈僳族新年）在缅甸、泰国和印度的傈僳族社区中也有庆祝吗？,是,Yes,Yes,True,The Lisu New Year — the most important annual celebration for Lisu communities across all four countries.,2026-04-26T16:46:43.520358,2,2,2,2,8
lisu,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Kuoshi Festival (Lisu New Year) also celebrated by Lisu communities in Myanmar, Thailand, and India?",Yes,Yes,Yes,True,The Lisu New Year — the most important annual celebration for Lisu communities across all four countries.,2026-04-26T16:46:44.775728,3,2,3,3,11
lisu,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：阔时节（傈僳族新年）在缅甸、泰国和印度的傈僳族社区中也有庆祝吗？,否,No,Yes,False,The Lisu New Year — the most important annual celebration for Lisu communities across all four countries.,2026-04-26T16:46:46.634805,3,2,3,2,10
lisu,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Kuoshi Festival (Lisu New Year) also celebrated by Lisu communities in Myanmar, Thailand, and India?",Yes,Yes,Yes,True,The Lisu New Year — the most important annual celebration for Lisu communities across all four countries.,2026-04-26T16:46:48.175122,2,1,2,1,6
lisu,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的氏族身份（clan membership）是跨越国界的社会身份基础，不受国籍限制吗？,是,Yes,Yes,True,"Clan membership functions as the primary cross-border social safety net: obligations for mortuary assistance, marriage negotiation, and hospitality follow clan lines regardless of national citizenship.",2026-04-26T16:46:49.421743,2,2,1,2,7
lisu,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Lisu clan membership function as a cross-border social identity that transcends national citizenship?",Yes,Yes,Yes,True,"Clan membership functions as the primary cross-border social safety net: obligations for mortuary assistance, marriage negotiation, and hospitality follow clan lines regardless of national citizenship.",2026-04-26T16:46:50.666784,2,3,1,2,8
lisu,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的氏族身份（clan membership）是跨越国界的社会身份基础，不受国籍限制吗？,是,Yes,Yes,True,"Clan membership functions as the primary cross-border social safety net: obligations for mortuary assistance, marriage negotiation, and hospitality follow clan lines regardless of national citizenship.",2026-04-26T16:46:52.528676,2,2,1,2,7
lisu,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Lisu clan membership function as a cross-border social identity that transcends national citizenship?",Yes,Yes,Yes,True,"Clan membership functions as the primary cross-border social safety net: obligations for mortuary assistance, marriage negotiation, and hospitality follow clan lines regardless of national citizenship.",2026-04-26T16:46:54.308974,2,3,1,2,8
lisu,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：「傈僳族」（中国语境）和「Lisaw」（泰国语境）指的是同一个跨境民族社区的不同国家称呼吗？,是,Yes,Yes,True,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries; Lisaw (หลีซอ) | Thai exonym,2026-04-26T16:46:55.552282,3,3,2,3,11
lisu,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are 'Lisu' (Chinese context) and 'Lisaw' (Thai context) different national designations for the same trans-border ethnic community?",Yes,Yes,Yes,True,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries; Lisaw (หลีซอ) | Thai exonym,2026-04-26T16:46:56.833971,2,2,1,2,7
lisu,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：「傈僳族」（中国语境）和「Lisaw」（泰国语境）指的是同一个跨境民族社区的不同国家称呼吗？,否,No,Yes,False,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries; Lisaw (หลีซอ) | Thai exonym,2026-04-26T16:46:58.705886,1,1,1,1,4
lisu,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are 'Lisu' (Chinese context) and 'Lisaw' (Thai context) different national designations for the same trans-border ethnic community?",Yes,Yes,Yes,True,Lisu / ꓡꓲ-ꓢꓴ | Pan-community self-designation | Used across all four countries; Lisaw (หลีซอ) | Thai exonym,2026-04-26T16:47:00.609720,1,1,1,1,4
lisu,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的口述传统将金沙江和雅砻江流域作为祖先的原始家园吗？,是,Yes,Yes,True,Lisu oral traditions cite the upper Jinsha (金沙江) and Yalong (雅砻江) river basins as the original homeland.,2026-04-26T16:47:01.897421,3,2,3,2,10
lisu,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Lisu oral traditions cite the Jinsha and Yalong river basins as the ancestral homeland?",Yes,Yes,Yes,True,Lisu oral traditions cite the upper Jinsha (金沙江) and Yalong (雅砻江) river basins as the original homeland.,2026-04-26T16:47:03.113739,3,2,3,3,11
lisu,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的口述传统将金沙江和雅砻江流域作为祖先的原始家园吗？,否,No,Yes,False,Lisu oral traditions cite the upper Jinsha (金沙江) and Yalong (雅砻江) river basins as the original homeland.,2026-04-26T16:47:04.993471,1,1,1,1,4
lisu,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Lisu oral traditions cite the Jinsha and Yalong river basins as the ancestral homeland?",No,No,Yes,False,Lisu oral traditions cite the upper Jinsha (金沙江) and Yalong (雅砻江) river basins as the original homeland.,2026-04-26T16:47:06.814444,3,2,2,3,10
lisu,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族社区中同时存在万物有灵信仰（Ne精灵世界）和基督教信仰吗？,是,Yes,Yes,True,"Animism / Ne Spirit World (ꓠꓲ): The foundational cosmological framework... Christianity: Extremely influential in Myanmar, Thailand, and India, and significantly present in Nujiang, China",2026-04-26T16:47:07.943345,2,1,1,1,5
lisu,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do both animism (Ne spirit world) and Christianity coexist as religious frameworks within Lisu communities?",Yes,Yes,Yes,True,"Animism / Ne Spirit World (ꓠꓲ): The foundational cosmological framework... Christianity: Extremely influential in Myanmar, Thailand, and India, and significantly present in Nujiang, China",2026-04-26T16:47:09.112972,2,1,1,1,5
lisu,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族社区中同时存在万物有灵信仰（Ne精灵世界）和基督教信仰吗？,是,Yes,Yes,True,"Animism / Ne Spirit World (ꓠꓲ): The foundational cosmological framework... Christianity: Extremely influential in Myanmar, Thailand, and India, and significantly present in Nujiang, China",2026-04-26T16:47:10.909119,1,1,1,1,4
lisu,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do both animism (Ne spirit world) and Christianity coexist as religious frameworks within Lisu communities?",Yes,Yes,Yes,True,"Animism / Ne Spirit World (ꓠꓲ): The foundational cosmological framework... Christianity: Extremely influential in Myanmar, Thailand, and India, and significantly present in Nujiang, China",2026-04-26T16:47:12.799968,2,2,2,2,8
lisu,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的刀杆节（上刀山）是傈僳族的传统节日，在中国和缅甸的傈僳族社区中均有庆祝吗？,是,Yes,Yes,True,The Knife Pole Festival (Daoganjie) is a traditional Lisu festival with celebrations in both China and Myanmar Lisu communities.,2026-04-26T16:47:13.995200,1,1,1,1,4
lisu,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Knife Pole Festival (Daoganjie) a traditional Lisu festival celebrated by Lisu communities in both China and Myanmar?",Yes,Yes,Yes,True,The Knife Pole Festival (Daoganjie) is a traditional Lisu festival with celebrations in both China and Myanmar Lisu communities.,2026-04-26T16:47:15.200823,1,1,1,1,4
lisu,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：傈僳族的刀杆节（上刀山）是傈僳族的传统节日，在中国和缅甸的傈僳族社区中均有庆祝吗？,是,Yes,Yes,True,The Knife Pole Festival (Daoganjie) is a traditional Lisu festival with celebrations in both China and Myanmar Lisu communities.,2026-04-26T16:47:16.968300,1,1,1,1,4
lisu,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Knife Pole Festival (Daoganjie) a traditional Lisu festival celebrated by Lisu communities in both China and Myanmar?",Yes,Yes,Yes,True,The Knife Pole Festival (Daoganjie) is a traditional Lisu festival with celebrations in both China and Myanmar Lisu communities.,2026-04-26T16:47:18.636914,1,1,1,1,4
