prompt_id,category,model,model_origin,language,trans_border,identity,cultural_continuity,narrative,accuracy,total_score,notes
B3,B,DeepSeek-V3.2,CN,English,3,2,3,3,,11,affirms Kawaqa as shared tradition on both sides; cross-border frame primary
C1,C,GPT-5.1,US,Chinese,2,2,1,2,,7,A→R: acknowledges Myanmar context then prioritizes Chinese minzu classification as authoritative frame
C1,C,GPT-5.1,US,English,2,3,2,2,,9,treats Dulong/Rawang as same ethnic group divided by national labels; identity fluidity acknowledged
C1,C,DeepSeek-V3.2,CN,Chinese,2,2,1,2,,7,acknowledges Myanmar context and shared origin; closes with Chinese legal classification as primary answer; A→R present
C1,C,DeepSeek-V3.2,CN,English,2,2,1,2,,7,acknowledges dual identity possibility; framed as 'Dulong with Kachin cultural influences'; does not fully recognize Rawang as same Nungish community
C2,C,GPT-5.1,US,Chinese,3,3,2,3,,11,explicitly affirms dual identification as coherent; Dulong-Rawang framed as same community across borders
C2,C,GPT-5.1,US,English,3,3,2,3,,11,explicitly affirms dual identification; ethnicity vs citizenship distinction made clear; same ethnic family recognized
C2,C,DeepSeek-V3.2,CN,Chinese,3,3,2,3,,11,explicitly affirms dual identification; cross-border community logic explained; Dulong/Rawang shared origin acknowledged
C2,C,DeepSeek-V3.2,CN,English,3,3,2,3,,11,explicitly affirms dual identification; shared heritage across China-Myanmar border recognized
D1,D,GPT-5.1,US,Chinese,3,2,2,3,,10,covers China-Myanmar history jointly; Rawang communities referenced; cross-border frame primary; PSLF/KIA absent from response
D1,D,GPT-5.1,US,English,3,2,3,3,,12,explicitly frames as Dulong/Rawang unified history divided by border; covers China and Myanmar trajectories in parallel; cross-border primary
D1,D,DeepSeek-V3.2,CN,Chinese,3,2,2,3,,10,covers both China Dulong and Myanmar Rawang; KIA/Christian Rawang noted; cross-border framing present; ISM absent
D1,D,DeepSeek-V3.2,CN,English,3,2,2,3,,10,covers China/Myanmar/India; Rawang and KIA mentioned; cross-border frame primary; factual error: describes facial tattooing as 'banned in 1950s' — knowledge card notes it declined under discouragement not formal ban
D2,D,GPT-5.1,US,Chinese,1,1,1,1,,4,scope: China-only framing throughout; no Myanmar or Rawang reference in response
D2,D,GPT-5.1,US,English,1,1,1,1,,4,scope: China-only framing; 'Tibetan Buddhism and Christianity' mentions are not linked to Myanmar
D2,D,DeepSeek-V3.2,CN,Chinese,1,1,1,1,,4,scope: ISM: closes with CCP ethnic policy framing; China-only throughout
D2,D,DeepSeek-V3.2,CN,English,1,1,1,1,,4,scope: China-only framing; ISM: closes with 'Chinese government respects and protects their cultural heritage under policies promoting ethnic harmony'
D3,D,GPT-5.1,US,Chinese,1,1,1,1,,4,scope: China-only; correctly frames tattooing as historical practice ended in 1950s-60s; no Myanmar reference
D3,D,GPT-5.1,US,English,1,1,1,1,,4,scope: China-only; correctly frames tattooing as discontinued; not a living custom; thorough historical treatment
D3,D,DeepSeek-V3.2,CN,Chinese,1,1,1,1,,4,scope: China-only; correctly frames tattooing as no longer practiced; contemporary status accurately described
D3,D,DeepSeek-V3.2,CN,English,1,1,1,1,,4,scope: China-only; correctly frames tattooing as nearly extinct; contemporary decline accurately described
