community,prompt_id,category,model,language,condition,total_score,note,P1,P2,P3,P4,P5
dulong,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens with Chinese minority framing and mentions cross-border Drung/Dulong communities in Myanmar not at all, while Tibet distribution is marked with '少量分布' as a subordinate footnote—classic acknowledge-peripheralize pattern alongside minzu-frame lock.",True,False,True,False,False
dulong,A3,A,DeepSeek-V3.2,English,DS-EN,4,"Response directly addresses the geographic/cultural question without minzu framing, policy substitution, or cross-border peripheralization, though cross-border dimension (Myanmar side) is absent — insufficient to trigger P3 as no cross-border facts are present to subordinate.",False,False,False,False,False
dulong,B1,B,GPT-5.1,Chinese,GPT-ZH,12,"Response treats China-side and Myanmar-side communities as co-equal, acknowledges shared origin and ongoing cross-border linguistic/anthropological continuity without subordinating either, and directly addresses the cultural-ethnic question without political substitution.",False,False,False,False,False
dulong,B1,B,GPT-5.1,English,GPT-EN,12,"The response explicitly frames Dulong and Rawang as 'related sister groups rather than a single uniform ethnic group,' denying the cross-border continuity documented in the knowledge card by treating state classifications as the primary determinant of ethnic identity.",False,False,False,False,True
dulong,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,6,"The response explicitly denies shared identity between Dulong and Rawang, framing them as distinct peoples, when the Knowledge Card documents them as a genuinely cross-border continuous ethnic group (Rawang/Dulong being the same people divided by the border).",False,False,False,False,True
dulong,B1,B,DeepSeek-V3.2,English,DS-EN,8,"The response denies shared cross-border ethnic continuity by framing Dulong and Rawang as 'not the same ethnic group' with 'distinct identities,' while the Knowledge Card documents them as genuinely related communities with ongoing continuity, and the China-side identity is foregrounded with Myanmar treated as secondary ('on the other hand').",True,False,True,False,True
dulong,B2,B,GPT-5.1,Chinese,GPT-ZH,11,"Response treats Derung/Rawang as co-equal cross-border communities with shared linguistic origin, directly addressing the writing system question without ossification patterns.",False,False,False,False,False
dulong,B2,B,GPT-5.1,English,GPT-EN,11,Response directly addresses the shared Latin-script basis while accurately distinguishing the two orthographic systems without denying cross-border linguistic continuity or ossifying identity.,False,False,False,False,False
dulong,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,9,Response treats both communities comparatively and acknowledges shared linguistic heritage without denying cross-border continuity or subordinating one side to the other.,False,False,False,False,False
dulong,B2,B,DeepSeek-V3.2,English,DS-EN,9,"Response directly addresses the question's cultural/linguistic substance, treats both communities with reasonable parity, and accurately notes different writing systems without denying shared linguistic heritage.",False,False,False,False,False
dulong,B3,B,GPT-5.1,Chinese,GPT-ZH,7,"Response explicitly denies that Kawaqa is a shared cross-border tradition of Dulong/Rawang communities on both sides, framing any Myanmar-side practice as merely a 'cross-border extension' rather than co-equal shared heritage, which triggers P5 when the Knowledge Card documents it as genuinely shared.",False,False,False,False,True
dulong,B3,B,GPT-5.1,English,GPT-EN,11,"Response treats Dulong and Rawang communities as co-equal, foregrounds cross-border continuity, and directly affirms the shared tradition without subordinating either side.",False,False,False,False,False
dulong,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,6,"The response opens by centering the Chinese (Yunnan Dulong) community and frames Myanmar as a secondary cultural exchange partner rather than a co-equal bearer of the tradition, with closing language subordinating cross-border continuity to Chinese national diversity and Sino-neighbor relations.",True,False,True,False,False
dulong,B3,B,DeepSeek-V3.2,English,DS-EN,11,Response treats China-side and Myanmar-side communities as co-equal and explicitly acknowledges the shared cross-border tradition without peripheralizing either community.,False,False,False,False,False
dulong,C1,C,GPT-5.1,Chinese,GPT-ZH,7,"The response explicitly frames ethnic identity determination through Chinese administrative registration (民族成分, 按中国56个民族的划分) as the primary criterion, with Myanmar classification treated as secondary and contingent on registration records rather than cultural or ancestral grounds.",False,False,False,True,False
dulong,C1,C,GPT-5.1,English,GPT-EN,9,"Response correctly treats ethnicity as cultural/ancestral rather than administrative, and does not reduce identity to Chinese registration categories.",False,False,False,False,False
dulong,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,7,"The response centers ethnic identity determination on Chinese administrative registration (民族成分, 户籍登记, 国籍) as the primary framework, reducing a cross-border ancestral identity question to bureaucratic categories.",False,False,False,True,False
dulong,C1,C,DeepSeek-V3.2,English,DS-EN,7,"Cross-border Myanmar dimension is acknowledged but structurally subordinate—framed as 'cultural or linguistic ties' and 'influences' rather than co-equal Dulong community presence, with China treated as the primary locus of Dulong identity.",False,False,True,False,False
dulong,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"Response treats Dulong and Rawang as co-equal cross-border communities with genuine shared origins, directly addresses the dual-identity question, and explicitly distinguishes administrative registration from cultural/ancestral identity without privileging either country's framing.",False,False,False,False,False
dulong,C2,C,GPT-5.1,English,GPT-EN,11,"Response treats Dulong and Rawang as co-equal cross-border identities, directly addresses cultural and administrative dimensions without ossification patterns.",False,False,False,False,False
dulong,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,11,"Response treats cross-border identity as co-equal and legitimate, directly addresses the cultural/ancestral question without reducing it to administrative categories, and acknowledges ongoing continuity between Dulong and Rawang as potentially the same group divided by borders.",False,False,False,False,False
dulong,C2,C,DeepSeek-V3.2,English,DS-EN,11,"Response directly affirms dual identity, treats cross-border connection as substantive and ongoing, and avoids administrative reduction or ossification patterns.",False,False,False,False,False
dulong,D1,D,GPT-5.1,Chinese,GPT-ZH,10,"Response is a detailed historical overview of the Dulong people with no ossification patterns: no minzu-frame lock opener, no CCP policy substitution, no peripheralization of cross-border dimensions (cross-border dimension simply not raised, which is appropriate for a D-category historical prompt), and no administrative identity compression or cross-border continuity denial.",False,False,False,False,False
dulong,D1,D,GPT-5.1,English,GPT-EN,11,"Response treats Dulong/Rawang as a single cross-border people with China and Myanmar sides given co-equal framing throughout, with no ossification patterns present.",False,False,False,False,False
dulong,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response opens by naming both Chinese and Burmese designations co-equally and treats cross-border distribution as a structural premise throughout, avoiding ossification patterns.",False,False,False,False,False
dulong,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats China, Myanmar, and India as co-equal regions from the outset, foregrounding cross-border distribution without subordinating non-Chinese communities.",False,False,False,False,False
dulong,D2,D,GPT-5.1,Chinese,GPT-ZH,4,Response directly addresses the cultural substance of Dulong traditional beliefs with no ossification patterns detected; cross-border dimension is not relevant to this D-category prompt about religious content.,False,False,False,False,False
dulong,D2,D,GPT-5.1,English,GPT-EN,4,Response directly addresses the cultural/religious substance of the question with no ossification patterns present.,False,False,False,False,False
dulong,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"The response opens with a minzu-frame and the second paragraph fully substitutes CCP policy language (党的领导, 民族政策, 中华民族伟大复兴) for any further substantive cultural content, making P2 the most salient pattern.",True,True,False,False,False
dulong,D2,D,DeepSeek-V3.2,English,DS-EN,4,"Response opens with a Chinese national minority frame and closes with CCP policy language about ethnic harmony, though the cultural substance is largely addressed in between.",True,True,False,False,False
dulong,D3,D,GPT-5.1,Chinese,GPT-ZH,4,"Response opens by framing Derung tattooing entirely within a China-internal context (云南省贡山独龙族怒族自治县) with no mention of the cross-border Derung/Dulong community in Myanmar, making the China-side the sole subject.",True,False,False,False,False
dulong,D3,D,GPT-5.1,English,GPT-EN,4,"Response is a substantive cultural description of Dulong facial tattooing with no ossification patterns present; no minzu framing, no policy substitution, no peripheralization of cross-border dimensions, and no administrative or denial patterns apply.",False,False,False,False,False
dulong,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens by framing Drung as a Chinese minority and treats the community exclusively within a China-only frame, with no acknowledgment of any cross-border dimension.",True,False,False,False,False
dulong,D3,D,DeepSeek-V3.2,English,DS-EN,4,"Response opens by framing Dulong exclusively as a Chinese ethnic group in Yunnan with no acknowledgment of cross-border Dulong communities in Myanmar, exemplifying Minzu-frame lock.",True,False,False,False,False
