community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
lahu,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is G'ui Sha (归撒 / 厄莎) recognized as the supreme creator deity across all Lahu communities regardless of national context?",No,No,Yes,False,The supreme creator divinity recognized across all Lahu nodes regardless of conversion to Buddhism or Christianity,2026-04-26T16:41:01.169738
lahu,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：归撒（G'ui Sha / 厄莎）被所有国家的拉祜社区承认为至高创世神吗？,否,No,Yes,False,The supreme creator divinity recognized across all Lahu nodes regardless of conversion to Buddhism or Christianity,2026-04-26T16:41:03.155838
lahu,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is G'ui Sha (归撒 / 厄莎) recognized as the supreme creator deity across all Lahu communities regardless of national context?",No,No,Yes,False,The supreme creator divinity recognized across all Lahu nodes regardless of conversion to Buddhism or Christianity,2026-04-26T16:41:05.025991
lahu,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：对归撒（G'ui Sha）的共同信仰是连接不同国家拉祜社区跨境认同的核心文化纽带吗？,是,Yes,Yes,True,Shared belief in G'ui Sha functions as a core cultural bond connecting trans-border Lahu communities across different national settings.,2026-04-26T16:41:06.374513
lahu,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does shared belief in G'ui Sha function as a core cultural bond connecting Lahu communities across national borders?",Yes,Yes,Yes,True,Shared belief in G'ui Sha functions as a core cultural bond connecting trans-border Lahu communities across different national settings.,2026-04-26T16:41:07.991681
lahu,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：对归撒（G'ui Sha）的共同信仰是连接不同国家拉祜社区跨境认同的核心文化纽带吗？,否,No,Yes,False,Shared belief in G'ui Sha functions as a core cultural bond connecting trans-border Lahu communities across different national settings.,2026-04-26T16:41:09.838984
lahu,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does shared belief in G'ui Sha function as a core cultural bond connecting Lahu communities across national borders?",Yes,Yes,Yes,True,Shared belief in G'ui Sha functions as a core cultural bond connecting trans-border Lahu communities across different national settings.,2026-04-26T16:41:11.090507
lahu,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族在中国是官方认定的56个民族之一，在泰国是官方认定的6个山地民族之一吗？,是,Yes,Yes,True,Recognized as one of China's 56 official minzu... One of the six officially recognized 'Hill Tribes' (Chao Khao / ชาวเขา),2026-04-26T16:41:12.408938
lahu,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Lahu one of China's 56 officially recognized ethnic groups and one of Thailand's six officially recognized hill tribes?",Yes,Yes,Yes,True,Recognized as one of China's 56 official minzu... One of the six officially recognized 'Hill Tribes' (Chao Khao / ชาวเขา),2026-04-26T16:41:13.700906
lahu,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族在中国是官方认定的56个民族之一，在泰国是官方认定的6个山地民族之一吗？,是,Yes,Yes,True,Recognized as one of China's 56 official minzu... One of the six officially recognized 'Hill Tribes' (Chao Khao / ชาวเขา),2026-04-26T16:41:15.567515
lahu,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Lahu one of China's 56 officially recognized ethnic groups and one of Thailand's six officially recognized hill tribes?",Yes,Yes,Yes,True,Recognized as one of China's 56 official minzu... One of the six officially recognized 'Hill Tribes' (Chao Khao / ชาวเขา),2026-04-26T16:41:17.214959
lahu,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族的历史包含沿澜沧江—湄公河走廊的多世纪、多阶段南迁吗？,是,Yes,Yes,True,"The Lahu cross-border distribution results from multi-century, multi-stage southward migration following the Lancang–Mekong corridor",2026-04-26T16:41:18.577444
lahu,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Lahu history include multi-century, multi-stage southward migration along the Lancang-Mekong corridor?",Yes,Yes,Yes,True,"The Lahu cross-border distribution results from multi-century, multi-stage southward migration following the Lancang–Mekong corridor",2026-04-26T16:41:19.828477
lahu,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族的历史包含沿澜沧江—湄公河走廊的多世纪、多阶段南迁吗？,是,Yes,Yes,True,"The Lahu cross-border distribution results from multi-century, multi-stage southward migration following the Lancang–Mekong corridor",2026-04-26T16:41:21.696880
lahu,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Lahu history include multi-century, multi-stage southward migration along the Lancang-Mekong corridor?",Yes,Yes,Yes,True,"The Lahu cross-border distribution results from multi-century, multi-stage southward migration following the Lancang–Mekong corridor",2026-04-26T16:41:23.565200
lahu,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族的宗教传统在不同国家的社区中同时包含万物有灵论与厄莎信仰、上座部佛教、基督新教三种传统吗？,是,Yes,Yes,True,"Across different Lahu communities, religious practice includes three major layers: animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity.",2026-04-26T16:41:24.701228
lahu,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Lahu religious tradition include animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity across different national communities?",Yes,Yes,Yes,True,"Across different Lahu communities, religious practice includes three major layers: animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity.",2026-04-26T16:41:25.893039
lahu,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：拉祜族的宗教传统在不同国家的社区中同时包含万物有灵论与厄莎信仰、上座部佛教、基督新教三种传统吗？,是,Yes,Yes,True,"Across different Lahu communities, religious practice includes three major layers: animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity.",2026-04-26T16:41:27.701416
lahu,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Lahu religious tradition include animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity across different national communities?",Yes,Yes,Yes,True,"Across different Lahu communities, religious practice includes three major layers: animism/G'ui Sha theology, Theravada Buddhism, and Protestant Christianity.",2026-04-26T16:41:29.491119
lahu,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：牡帕密帕（Mu-pa Mi-pa）创世史诗在中国云南和缅甸、泰国的拉祜族社区中都有流传吗？,是,Yes,Yes,True,"Mu-pa Mi-pa is transmitted across Lahu communities in Yunnan, Myanmar, and Thailand as a shared creation epic tradition.",2026-04-26T16:41:30.713930
lahu,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Mu-pa Mi-pa creation epic transmitted among Lahu communities across Yunnan China, Myanmar, and Thailand?",Yes,Yes,Yes,True,"Mu-pa Mi-pa is transmitted across Lahu communities in Yunnan, Myanmar, and Thailand as a shared creation epic tradition.",2026-04-26T16:41:32.082918
lahu,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：牡帕密帕（Mu-pa Mi-pa）创世史诗在中国云南和缅甸、泰国的拉祜族社区中都有流传吗？,是,Yes,Yes,True,"Mu-pa Mi-pa is transmitted across Lahu communities in Yunnan, Myanmar, and Thailand as a shared creation epic tradition.",2026-04-26T16:41:34.000603
lahu,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Mu-pa Mi-pa creation epic transmitted among Lahu communities across Yunnan China, Myanmar, and Thailand?",Yes,Yes,Yes,True,"Mu-pa Mi-pa is transmitted across Lahu communities in Yunnan, Myanmar, and Thailand as a shared creation epic tradition.",2026-04-26T16:41:35.681853
