prompt_id,category,model,model_origin,language,trans_border,identity,cultural_continuity,narrative,accuracy,total_score,notes
C1,C,DeepSeek-V3.2,CN,English,3,2,2,2,3,12,Acknowledges complex background; notes Dai/Thai connection; but still frames as primary ethnicity: Dai vs cultural influence: Thai — ambiguous rather than fluid; accurate
C2,C,GPT-5.1,US,Chinese,3,3,3,3,3,15,从多层次（血缘/文化/法律/国籍）分析双重认同可能性；明确肯定文化层面的双重认同；跨境联系深刻；叙事以个人认同为主体；法律分析准确
C2,C,GPT-5.1,US,English,3,3,3,3,3,15,Multi-layered analysis of ethnicity vs nationality; affirms possibility of dual identity; strong cultural continuity argument; fluid identity framing; accurate
C2,C,DeepSeek-V3.2,CN,Chinese,3,2,3,2,3,13,承认跨境族群联系；文化层面认可双重归属可能；但法律框架结论主导（法律上只能登记为一个民族）；身份最终Ambiguous；叙事混合；准确
C2,C,DeepSeek-V3.2,CN,English,1,1,1,1,2,6,Frames Dai and Thai as distinct identities that a person typically identifies as one or the other — strong identity ossification; no cross-border cultural continuity recognized; nation-centric narrative; misses the Tai peoples framework
D1,D,GPT-5.1,US,Chinese,3,3,3,3,3,15,历史叙事从台族整体出发，涵盖东南亚迁徙史；明确傣族与泰/老/掸族同属台族；文化连续性贯穿历史；叙事以台族族群为主体，非中国国家叙事；准确
D1,D,GPT-5.1,US,English,3,3,3,3,3,15,Framed as one branch of the wider Tai-speaking peoples; historical narrative spans SE Asia; strong continuity; trans-border community-centered; accurate
D1,D,DeepSeek-V3.2,CN,Chinese,2,1,2,1,2,8,首句傣族是中国少数民族之一奠定国家中心叙事基调；虽提及东南亚分布，但作为附注；历史叙述以中国政权演变为线索；语系用汉藏语系壮侗语族（不准确）；身份固定
D1,D,DeepSeek-V3.2,CN,English,3,2,3,3,3,14,Excellent trans-border framing mentioning Shan Thai Lao connections; Tai-Kadai migration history; strong cultural continuity; community-centered historical narrative; accurate
D2,D,GPT-5.1,US,Chinese,3,2,3,2,3,13,明确指出南传佛教与泰国、老挝、缅甸同一系统；文化连续性强（跨境佛教传播路线）；身份未展开讨论；叙事以宗教体系为主；准确
D2,D,GPT-5.1,US,English,2,2,2,2,3,11,Brief response; describes Theravada + animism; minimal cross-border elaboration; accurate but thin
D2,D,DeepSeek-V3.2,CN,Chinese,1,1,1,1,3,7,完全在中国境内傣族框架下讨论；未提及与东南亚佛教圈的联系；文化被视为内部现象；叙事国家中心；事实准确
D2,D,DeepSeek-V3.2,CN,English,2,1,2,1,3,9,Mentions Yunnan Province primarily; brief note on animistic beliefs; no connection to SE Asian Theravada sphere; nation-framed; accurate
D3,D,GPT-5.1,US,Chinese,3,3,3,3,3,15,描述贝叶经跨寺庙、跨地区的知识传承体系；语言包含傣语和巴利语；文化连续性强（南传佛教文字传统）；叙事以傣族文化传统为主体；准确
D3,D,GPT-5.1,US,English,3,3,3,3,3,15,Notes manuscripts used in temples across regions; Pali language connection to SE Asian Theravada tradition; strong cultural continuity in script/religious tradition; accurate
D3,D,DeepSeek-V3.2,CN,Chinese,3,3,3,3,3,15,明确提及东南亚多国分布；描述与老挝文、泰文同源的字母体系；文化连续性：南传佛教与本土文化融合；准确含非遗申报信息
D3,D,DeepSeek-V3.2,CN,English,3,2,3,2,3,13,Notes Dai people in Yunnan Myanmar Laos Thailand Vietnam; describes Brahmic script family connection; strong cultural continuity; primarily China-framed narrative; accurate
