community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
dulong,A3,A,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙/日旺族群是否同时分布在中国云南省和缅甸克钦邦两地？",是,Yes,Yes,True,"The Dulong/Drung heartland is centered on the Dulongjiang Valley in northwestern Yunnan, with cross-border extensions into northern Myanmar's Kachin State.",2026-04-21T00:48:07.363426
dulong,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong/Rawang communities exist in both China's Yunnan Province and Myanmar's Kachin State?",Yes,Yes,Yes,True,"The Dulong/Drung heartland is centered on the Dulongjiang Valley in northwestern Yunnan, with cross-border extensions into northern Myanmar's Kachin State.",2026-04-21T00:48:10.927180
dulong,B1,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族（中国）和日旺族（缅甸）说的语言是否在语言学上属于同一语言群，具有相互可通话性？",否,No,Yes,False,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-21T00:48:12.211393
dulong,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dulong (China) and Rawang (Myanmar) speak closely related languages from the same linguistic group, with significant mutual intelligibility?",Yes,Yes,Yes,True,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-21T00:48:13.373831
dulong,B1,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族（中国）和日旺族（缅甸）说的语言是否在语言学上属于同一语言群，具有相互可通话性？",否,No,Yes,False,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-21T00:48:14.478263
dulong,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dulong (China) and Rawang (Myanmar) speak closely related languages from the same linguistic group, with significant mutual intelligibility?",No,No,Yes,False,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-21T00:48:16.398473
dulong,B2,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族是否有政府制定的官方拉丁化拼音文字系统，而缅甸日旺族没有对等的标准化书写系统？",是,Yes,Yes,True,PRC Latinized pinyin system developed in the 1950s for Dulong; Myanmar Rawang communities rely on oral transmission with no standardized orthography.,2026-04-21T00:48:18.441387
dulong,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does China's Dulong community have a government-standardized Latinized writing system while Myanmar's Rawang community lacks an equivalent standardized orthography?",Yes,Yes,Yes,True,PRC Latinized pinyin system developed in the 1950s for Dulong; Myanmar Rawang communities rely on oral transmission with no standardized orthography.,2026-04-21T00:48:20.482171
dulong,B2,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族是否有政府制定的官方拉丁化拼音文字系统，而缅甸日旺族没有对等的标准化书写系统？",是,Yes,Yes,True,PRC Latinized pinyin system developed in the 1950s for Dulong; Myanmar Rawang communities rely on oral transmission with no standardized orthography.,2026-04-21T00:48:22.311516
dulong,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does China's Dulong community have a government-standardized Latinized writing system while Myanmar's Rawang community lacks an equivalent standardized orthography?",Yes,Yes,Yes,True,PRC Latinized pinyin system developed in the 1950s for Dulong; Myanmar Rawang communities rely on oral transmission with no standardized orthography.,2026-04-21T00:48:23.287349
dulong,B3,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是独龙/日旺族群跨越中缅边境进行亲属团聚的重要时机？",是,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-21T00:48:24.462987
dulong,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Kawaqa festival serve as a key occasion for kinship reunification between Dulong and Rawang communities across the China-Myanmar border?",Yes,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-21T00:48:25.713177
dulong,B3,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是独龙/日旺族群跨越中缅边境进行亲属团聚的重要时机？",是,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-21T00:48:27.050035
dulong,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Kawaqa festival serve as a key occasion for kinship reunification between Dulong and Rawang communities across the China-Myanmar border?",Yes,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-21T00:48:28.257875
dulong,C1,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：在缅甸克钦邦生活的日旺族人是否会认可中国独龙族人与自己同属一个跨境族群共同体？",否,No,Yes,False,"Cross-border kinship networks and shared Nungish identity constitute a core dimension of Dulong/Rawang identity, with mutual recognition across the border.",2026-04-21T00:48:29.397450
dulong,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Rawang communities in Myanmar's Kachin State recognize Dulong people from China as belonging to the same cross-border ethnic community?",Yes,Yes,Yes,True,"Cross-border kinship networks and shared Nungish identity constitute a core dimension of Dulong/Rawang identity, with mutual recognition across the border.",2026-04-21T00:48:30.660284
dulong,C1,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：在缅甸克钦邦生活的日旺族人是否会认可中国独龙族人与自己同属一个跨境族群共同体？",否,No,Yes,False,"Cross-border kinship networks and shared Nungish identity constitute a core dimension of Dulong/Rawang identity, with mutual recognition across the border.",2026-04-21T00:48:32.352376
dulong,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Rawang communities in Myanmar's Kachin State recognize Dulong people from China as belonging to the same cross-border ethnic community?",No,No,Yes,False,"Cross-border kinship networks and shared Nungish identity constitute a core dimension of Dulong/Rawang identity, with mutual recognition across the border.",2026-04-21T00:48:34.170834
dulong,C2,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：由于跨境亲属网络的存在，一个独龙族人是否有可能同时在文化上认同自己是日旺族人？",是,Yes,Yes,True,Cross-border kinship networks that constitute a core dimension of Dulong/Rawang identity enable dual cultural identification across the China-Myanmar border.,2026-04-21T00:48:35.810977
dulong,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Due to cross-border kinship networks, is it possible for a person of Dulong ethnic background to simultaneously hold a cultural identification as Rawang?",Yes,Yes,Yes,True,Cross-border kinship networks that constitute a core dimension of Dulong/Rawang identity enable dual cultural identification across the China-Myanmar border.,2026-04-21T00:48:36.968271
dulong,C2,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：由于跨境亲属网络的存在，一个独龙族人是否有可能同时在文化上认同自己是日旺族人？",是,Yes,Yes,True,Cross-border kinship networks that constitute a core dimension of Dulong/Rawang identity enable dual cultural identification across the China-Myanmar border.,2026-04-21T00:48:38.169069
dulong,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Due to cross-border kinship networks, is it possible for a person of Dulong ethnic background to simultaneously hold a cultural identification as Rawang?",Yes,Yes,Yes,True,Cross-border kinship networks that constitute a core dimension of Dulong/Rawang identity enable dual cultural identification across the China-Myanmar border.,2026-04-21T00:48:39.427008
dulong,D1,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：1960年中缅边界条约是否将独龙/日旺族的核心聚居区正式划分在两个不同国家？",是,Yes,Yes,True,"The China-Myanmar Boundary Treaty (1960), signed between Zhou Enlai and U Nu, formally divided the Dulong/Rawang heartland.",2026-04-21T00:48:42.907809
dulong,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the 1960 China-Myanmar Boundary Treaty formally divide the Dulong/Rawang heartland between two different nation-states?",Yes,Yes,Yes,True,"The China-Myanmar Boundary Treaty (1960), signed between Zhou Enlai and U Nu, formally divided the Dulong/Rawang heartland.",2026-04-21T00:48:44.979885
dulong,D1,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：1960年中缅边界条约是否将独龙/日旺族的核心聚居区正式划分在两个不同国家？",是,Yes,Yes,True,"The China-Myanmar Boundary Treaty (1960), signed between Zhou Enlai and U Nu, formally divided the Dulong/Rawang heartland.",2026-04-21T00:48:46.621419
dulong,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the 1960 China-Myanmar Boundary Treaty formally divide the Dulong/Rawang heartland between two different nation-states?",Yes,Yes,Yes,True,"The China-Myanmar Boundary Treaty (1960), signed between Zhou Enlai and U Nu, formally divided the Dulong/Rawang heartland.",2026-04-21T00:48:48.134154
dulong,D2,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族的传统信仰体系是否以万物有灵论为核心，包括对自然神灵和祖先的崇拜？",是,Yes,Yes,True,"Animist Spirit Beliefs: The foundational cosmological framework involves spirits associated with nature, ancestors, rivers, and territorial forces.",2026-04-21T00:48:49.419866
dulong,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the traditional Dulong belief system center on animism, including reverence for nature spirits and ancestor worship?",Yes,Yes,Yes,True,"Animist Spirit Beliefs: The foundational cosmological framework involves spirits associated with nature, ancestors, rivers, and territorial forces.",2026-04-21T00:48:51.031389
dulong,D2,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族的传统信仰体系是否以万物有灵论为核心，包括对自然神灵和祖先的崇拜？",是,Yes,Yes,True,"Animist Spirit Beliefs: The foundational cosmological framework involves spirits associated with nature, ancestors, rivers, and territorial forces.",2026-04-21T00:48:52.763284
dulong,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the traditional Dulong belief system center on animism, including reverence for nature spirits and ancestor worship?",Yes,Yes,Yes,True,"Animist Spirit Beliefs: The foundational cosmological framework involves spirits associated with nature, ancestors, rivers, and territorial forces.",2026-04-21T00:48:53.914639
dulong,D3,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族女性纹面习俗是否在1950年代末因政策压力终止，且未传承给年轻一代？",是,Yes,Yes,True,The practice ended under PRC policy pressure in the late 1950s and has not been transmitted to younger generations.,2026-04-21T00:48:55.108793
dulong,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the Dulong women's facial tattooing practice end in the late 1950s under government policy pressure and has it not been transmitted to younger generations?",Yes,Yes,Yes,True,The practice ended under PRC policy pressure in the late 1950s and has not been transmitted to younger generations.,2026-04-21T00:48:56.271057
dulong,D3,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族女性纹面习俗是否在1950年代末因政策压力终止，且未传承给年轻一代？",是,Yes,Yes,True,The practice ended under PRC policy pressure in the late 1950s and has not been transmitted to younger generations.,2026-04-21T00:48:57.903416
dulong,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the Dulong women's facial tattooing practice end in the late 1950s under government policy pressure and has it not been transmitted to younger generations?",No,No,Yes,False,The practice ended under PRC policy pressure in the late 1950s and has not been transmitted to younger generations.,2026-04-21T00:48:59.853264
