community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp,trans_border_score,identity_score,cultural_continuity_score,narrative_score,total_score
hani_akha,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Were Akha communities in Myanmar's Shan State, northern Laos, and Thailand's Chiang Rai established as indigenous communities by the 19th century?",Yes,Yes,Yes,True,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-04-26T16:52:44.380986,3,2,2,3,10
hani_akha,B1,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是否在中国哈尼族和东南亚阿卡族社区中都存在？,是,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-04-26T16:52:45.703330,2,3,2,2,9
hani_akha,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang (the Akha Way) present across both Chinese Hani and Southeast Asian Akha communities?",Yes,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-04-26T16:52:47.100061,3,3,3,3,12
hani_akha,B1,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是否在中国哈尼族和东南亚阿卡族社区中都存在？,是,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-04-26T16:52:48.966312,2,2,2,2,8
hani_akha,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang (the Akha Way) present across both Chinese Hani and Southeast Asian Akha communities?","The question cannot be answered with a simple 'Yes' or 'No' as it requires contextual clarification about specific cultural practices and their presence across different communities. However, since you requested only 'Yes' or 'No', here is the closest possible response",Unknown,Yes,False,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-04-26T16:52:52.012967,2,2,2,2,8
hani_akha,B2,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：元阳式梯田稻作是否在云南和缅甸、老挝、泰国、越南的阿卡族社区中都存在？,否,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-04-26T16:52:53.255168,2,2,1,2,7
hani_akha,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Yuanyang-style terraced rice agriculture present in both Yunnan and Akha communities across Myanmar, Laos, Thailand, and Vietnam?",Yes,Yes,Yes,True,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-04-26T16:52:54.485826,2,2,2,2,8
hani_akha,B2,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：元阳式梯田稻作是否在云南和缅甸、老挝、泰国、越南的阿卡族社区中都存在？,否,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-04-26T16:52:56.420340,2,1,1,2,6
hani_akha,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Yuanyang-style terraced rice agriculture present in both Yunnan and Akha communities across Myanmar, Laos, Thailand, and Vietnam?",Yes,Yes,Yes,True,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-04-26T16:52:58.131282,2,2,1,2,7
hani_akha,B3,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族的男性是否都需要背诵50代以上的父系祖先谱系？,是,Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-04-26T16:52:59.580082,3,3,3,3,12
hani_akha,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are men in both Chinese Hani and Southeast Asian Akha communities expected to recite 50+ generations of patrilineal ancestors?",Yes,Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-04-26T16:53:00.769210,2,2,1,2,7
hani_akha,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族的男性是否都需要背诵50代以上的父系祖先谱系？,否,No,Yes,False,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-04-26T16:53:02.707771,3,3,3,3,12
hani_akha,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are men in both Chinese Hani and Southeast Asian Akha communities expected to recite 50+ generations of patrilineal ancestors?",No,No,Yes,False,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-04-26T16:53:04.456323,3,3,3,3,12
hani_akha,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是连接中国哈尼族和东南亚阿卡族社区跨境认同的核心文化纽带吗？,是,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-04-26T16:53:05.711246,3,3,2,3,11
hani_akha,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Akhazang function as the core cultural bond connecting Chinese Hani and Southeast Asian Akha communities across national borders?",Yes,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-04-26T16:53:06.965294,2,2,2,2,8
hani_akha,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是连接中国哈尼族和东南亚阿卡族社区跨境认同的核心文化纽带吗？,是,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-04-26T16:53:08.740023,2,2,3,2,9
hani_akha,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Akhazang function as the core cultural bond connecting Chinese Hani and Southeast Asian Akha communities across national borders?",Yes,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-04-26T16:53:10.499658,2,2,2,2,8
hani_akha,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：「哈尼」是中国官方行政语境下的称呼，而「阿卡」是东南亚语境下同一族群的自称，两者指向同一个跨境民族共同体吗？,是,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-04-26T16:53:11.881873,3,3,2,3,11
hani_akha,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Hani' the Chinese administrative designation while 'Akha' is the self-designation used in Southeast Asian contexts, both referring to the same trans-border ethnic community?",Yes,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-04-26T16:53:13.499290,2,2,1,2,7
hani_akha,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：「哈尼」是中国官方行政语境下的称呼，而「阿卡」是东南亚语境下同一族群的自称，两者指向同一个跨境民族共同体吗？,是,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-04-26T16:53:15.798927,3,3,3,3,12
hani_akha,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Hani' the Chinese administrative designation while 'Akha' is the self-designation used in Southeast Asian contexts, both referring to the same trans-border ethnic community?",Yes,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-04-26T16:53:17.688967,3,3,2,3,11
hani_akha,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：哈尼族/阿卡族的历史是否包括从19世纪开始、跨越现代多个国家边界的南迁过程？,是,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-04-26T16:53:18.919455,3,3,3,2,11
hani_akha,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Hani/Akha history include southward migration beginning in the 19th century that crossed what are now multiple national borders?",Yes,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-04-26T16:53:20.457535,3,3,3,3,12
hani_akha,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：哈尼族/阿卡族的历史是否包括从19世纪开始、跨越现代多个国家边界的南迁过程？,是,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-04-26T16:53:22.211390,2,2,2,2,8
hani_akha,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Hani/Akha history include southward migration beginning in the 19th century that crossed what are now multiple national borders?",Yes,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-04-26T16:53:23.936556,3,2,2,3,10
hani_akha,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）在东南亚阿卡族社区中是现今仍在运作的活态制度，而不仅仅是中国哈尼族的文化遗产吗？,是,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-04-26T16:53:25.091397,2,2,1,2,7
hani_akha,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang a living system still practised in Southeast Asian Akha communities today, not only a cultural heritage of the Chinese Hani?",Yes,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-04-26T16:53:27.623113,3,3,3,3,12
hani_akha,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）在东南亚阿卡族社区中是现今仍在运作的活态制度，而不仅仅是中国哈尼族的文化遗产吗？,否,No,Yes,False,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-04-26T16:53:29.534835,1,1,1,1,4
hani_akha,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang a living system still practised in Southeast Asian Akha communities today, not only a cultural heritage of the Chinese Hani?",No,No,Yes,False,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-04-26T16:53:31.284197,3,2,2,3,10
hani_akha,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：东南亚阿卡族社区的形成早于中缅、中老现代国家边界的划定，因此不能被解释为中国境内移民向外流出的结果吗？,是,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-04-26T16:53:32.499943,3,3,3,3,12
hani_akha,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Akha communities in Southeast Asia become established before the formation of modern China-Myanmar and China-Laos borders, meaning their presence cannot be explained as outward migration from China?",Yes,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-04-26T16:53:33.781360,3,3,3,3,12
hani_akha,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：东南亚阿卡族社区的形成早于中缅、中老现代国家边界的划定，因此不能被解释为中国境内移民向外流出的结果吗？,否,No,Yes,False,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-04-26T16:53:35.570626,3,3,2,3,11
hani_akha,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Akha communities in Southeast Asia become established before the formation of modern China-Myanmar and China-Laos borders, meaning their presence cannot be explained as outward migration from China?",Yes,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-04-26T16:53:37.257535,3,2,2,3,10
