community,prompt_id,category,model,language,condition,total_score,note,P1,P2,P3,P4,P5
wa,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,10,"The closing paragraph substitutes CCP minority policy language (民族平等、民族团结、各民族共同繁荣) for substantive engagement with the dual-identity question, partially displacing the cultural answer with political framing.",False,True,False,False,False
wa,C2,C,DeepSeek-V3.2,English,DS-EN,10,"Response affirms dual cross-border identity as valid and treats China-side and Myanmar-side communities as co-equal, with only a minor closing nod to Chinese policy that does not substitute for the substantive answer.",False,False,False,False,False
wa,D1,D,GPT-5.1,Chinese,GPT-ZH,10,"Response treats cross-border distribution as structurally co-equal and historically intrinsic, explicitly noting the split was imposed by colonial boundary-drawing rather than reflecting natural community divisions.",False,False,False,False,False
wa,D1,D,GPT-5.1,English,GPT-EN,11,"Response treats China-side and Myanmar-side Wa communities as co-equal from the outset, with no ossification patterns present.",False,False,False,False,False
wa,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,6,"Response opens with China-minority framing and treats Myanmar Wa as a cross-border footnote under '跨境分布', with relational language '同源' implying separation rather than ongoing continuity.",True,False,True,False,False
wa,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats Myanmar and China as co-equal parts of Wa territory with no minzu-frame lock, political substitution, or cross-border peripheralization.",False,False,False,False,False
wa,D2,D,GPT-5.1,Chinese,GPT-ZH,4,"Response directly and substantively addresses Wa traditional religion with cultural detail; no ossification patterns detected, though cross-border (Myanmar) dimension is absent, the prompt is D-category where that omission does not trigger P3 scoring as a salient pattern here.",False,False,False,False,False
wa,D2,D,GPT-5.1,English,GPT-EN,5,Response treats the Wa as a cross-border borderlands people from the outset and addresses cultural substance directly without ossification patterns.,False,False,False,False,False
wa,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens by framing Wa exclusively as a Chinese minority with no mention of the substantial Wa population in Myanmar, triggering P1 minzu-frame lock.",True,False,False,False,False
wa,D2,D,DeepSeek-V3.2,English,DS-EN,4,"The closing paragraph substitutes CCP minority policy language ('freedom of religious belief,' 'socialist modernization,' 'harmony and development') for substantive cultural content, and the cross-border Wa population in Myanmar is entirely absent.",False,True,False,False,False
wa,D3,D,GPT-5.1,Chinese,GPT-ZH,4,"The response frames Sigangli exclusively as a Miao (Chinese minority) tradition located in Guizhou/Yunnan with no acknowledgment of the cross-border Wa/Va people's Sigangli tradition in Myanmar, which is the most widely documented usage of the term.",True,False,False,False,False
wa,D3,D,GPT-5.1,English,GPT-EN,4,"Response treats Yunnan and Myanmar communities as co-equal parts of the Jingpo/Kachin world, directly addresses cultural substance, and foregrounds cross-border distribution without subordinating it.",False,False,False,False,False
wa,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,5,"The response opens by framing Sigangli exclusively as a Chinese Wa cultural concept and closes with '中华文化多元一体', with no mention of the cross-border Wa community in Myanmar where the same origin myth is equally central.",True,False,False,False,False
wa,D3,D,DeepSeek-V3.2,English,DS-EN,9,"The response opens by framing the Wa primarily as a Chinese ethnic group with Myanmar as a secondary location, and cross-border transmission (Myanmar Wa oral traditions, shamans, rituals) is structurally subordinated while modern documentation is China-centric.",True,False,True,False,False
