community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp,trans_border_score,identity_score,cultural_continuity_score,narrative_score,total_score
dai_thai_LLMs,A3,A,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族人口分布跨越中国、缅甸、老挝和泰国等多个国家吗？",是,Yes,Yes,True,the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states: Chinese Dai (傣族): official minority in China; southern Yunnan Province... Lanna / Northern Thai... Tai Lü in Laos... Shan (掸族): Tai-speaking majority of Myanmar's Shan State... Lao (老挝): Southwestern Tai group; national majority of Laos,2026-04-20T01:08:46.604205,2,1,1,1,5
dai_thai_LLMs,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Dai population distribution span multiple countries including China, Myanmar, Laos, and Thailand?",Yes,Yes,Yes,True,the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states: Chinese Dai (傣族): official minority in China; southern Yunnan Province... Lanna / Northern Thai... Tai Lü in Laos... Shan (掸族): Tai-speaking majority of Myanmar's Shan State... Lao (老挝): Southwestern Tai group; national majority of Laos,2026-04-20T01:08:48.364036,2,2,1,1,6
dai_thai_LLMs,B1,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：西双版纳傣族和清迈兰纳人都信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism / 南传上座部佛教: the single strongest trans-border cultural marker. Chinese Dai, Lanna, Lao, and Shan ALL practice the same Theravada tradition",2026-04-20T01:08:49.928476,3,3,3,3,12
dai_thai_LLMs,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do both the Dai of Xishuangbanna and the Lanna people of Chiang Mai practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism / 南传上座部佛教: the single strongest trans-border cultural marker. Chinese Dai, Lanna, Lao, and Shan ALL practice the same Theravada tradition",2026-04-20T01:08:51.746853,3,3,3,3,12
dai_thai_LLMs,B1,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：西双版纳傣族和清迈兰纳人都信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism / 南传上座部佛教: the single strongest trans-border cultural marker. Chinese Dai, Lanna, Lao, and Shan ALL practice the same Theravada tradition",2026-04-20T01:08:53.442392,3,3,3,3,12
dai_thai_LLMs,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do both the Dai of Xishuangbanna and the Lanna people of Chiang Mai practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism / 南传上座部佛教: the single strongest trans-border cultural marker. Chinese Dai, Lanna, Lao, and Shan ALL practice the same Theravada tradition",2026-04-20T01:08:55.332695,3,3,3,3,12
dai_thai_LLMs,B2,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：西双版纳傣仂文与清迈兰纳文是否在历史上同源，并同属泰文字传统？",是,Yes,Yes,True,Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna; Tai Tham / Lanna script (兰纳文) in northern Thailand and Shan State — both Mon-derived and mutually legible.,2026-04-20T01:08:56.987533,3,2,3,3,11
dai_thai_LLMs,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Tai Lü script of Xishuangbanna and Lanna script of Chiang Mai share historical origins within the same Tai script tradition?",Yes,Yes,Yes,True,Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna; Tai Tham / Lanna script (兰纳文) in northern Thailand and Shan State — both Mon-derived and mutually legible.,2026-04-20T01:08:58.547837,3,2,3,3,11
dai_thai_LLMs,B2,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：西双版纳傣仂文与清迈兰纳文是否在历史上同源，并同属泰文字传统？",是,Yes,Yes,True,Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna; Tai Tham / Lanna script (兰纳文) in northern Thailand and Shan State — both Mon-derived and mutually legible.,2026-04-20T01:09:00.296328,3,2,3,3,11
dai_thai_LLMs,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Tai Lü script of Xishuangbanna and Lanna script of Chiang Mai share historical origins within the same Tai script tradition?",Yes,Yes,Yes,True,Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna; Tai Tham / Lanna script (兰纳文) in northern Thailand and Shan State — both Mon-derived and mutually legible.,2026-04-20T01:09:02.201917,3,2,3,2,10
dai_thai_LLMs,B3,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",是,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-04-20T01:09:03.789415,3,2,3,3,11
dai_thai_LLMs,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",Yes,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-04-20T01:09:05.624000,3,2,3,3,11
dai_thai_LLMs,B3,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",是,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-04-20T01:09:07.357350,2,1,1,1,5
dai_thai_LLMs,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",No,No,Yes,False,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-04-20T01:09:09.230872,2,1,2,1,6
dai_thai_LLMs,C1,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",是,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-04-20T01:09:11.548876,2,3,1,2,8
dai_thai_LLMs,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-04-20T01:09:14.287832,2,3,1,2,8
dai_thai_LLMs,C1,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",是,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-04-20T01:09:16.108155,2,2,1,1,6
dai_thai_LLMs,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-04-20T01:09:17.779875,2,3,1,2,8
dai_thai_LLMs,C2,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",是,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-04-20T01:09:19.167677,3,3,2,3,11
dai_thai_LLMs,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-04-20T01:09:21.378130,3,3,2,3,11
dai_thai_LLMs,C2,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",是,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-04-20T01:09:23.555757,2,2,1,1,6
dai_thai_LLMs,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-04-20T01:09:25.556926,2,1,1,1,5
dai_thai_LLMs,D1,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",是,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-04-20T01:09:27.711709,3,3,3,3,12
dai_thai_LLMs,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-04-20T01:09:29.296017,3,3,3,3,12
dai_thai_LLMs,D1,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",是,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-04-20T01:09:31.457595,2,1,2,1,6
dai_thai_LLMs,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-04-20T01:09:33.638542,3,2,3,2,10
dai_thai_LLMs,D2,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-04-20T01:09:35.134096,2,1,2,1,6
dai_thai_LLMs,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-04-20T01:09:36.574820,1,1,1,1,4
dai_thai_LLMs,D2,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-04-20T01:09:38.517500,1,1,1,1,4
dai_thai_LLMs,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-04-20T01:09:40.698203,1,1,1,1,4
dai_thai_LLMs,D3,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",是,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-04-20T01:09:42.512250,1,1,1,1,4
dai_thai_LLMs,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are Dai palm-leaf manuscripts written in both Pali and local Tai scripts?",Yes,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-04-20T01:09:43.993875,1,1,1,1,4
dai_thai_LLMs,D3,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",是,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-04-20T01:09:45.820430,2,1,2,2,7
dai_thai_LLMs,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are Dai palm-leaf manuscripts written in both Pali and local Tai scripts?",Yes,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-04-20T01:09:47.556069,2,1,1,1,5
