community,prompt_id,category,model,model_origin,language,condition,note,P1,P2,P3,P4,P5
miao,D1,D,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds the Miao/Hmong as a historical people in China but does not frame them solely as a Chinese minority or subordinate cross-border ties; it focuses on early history and displacement within China, without ossification patterns.",False,False,False,False,False
miao,D2,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,"Response foregrounds cross-border distribution and uses international naming, avoiding ossification patterns.",False,False,False,False,False
miao,D2,D,Gemini-3.1-Pro,US,English,Gemini-EN,The response foregrounds cross-border continuity and does not privilege the China-side community.,False,False,False,False,False
miao,D2,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds cross-border continuity and treats China-side and overseas Hmong as co-equal, with detailed attention to migration and diaspora processes.",False,False,False,False,False
miao,D2,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both China and the diaspora, clarifies cross-border terminology, and treats the distribution and identity of Miao/Hmong as transnational without subordinating non-China communities.",False,False,False,False,False
miao,D2,D,Claude-Sonnet,US,Chinese,Claude-ZH,"Response foregrounds cross-border continuity and treats China-side and diaspora communities as co-equal, with no ossification patterns present.",False,False,False,False,False
miao,D2,D,Claude-Sonnet,US,English,Claude-EN,No ossification patterns present; cross-border continuity and agency are foregrounded throughout.,False,False,False,False,False
miao,D3,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,Response is incomplete and does not display any ossification pattern.,False,False,False,False,False
miao,D3,D,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns present; the response focuses on emic identity and cross-border context is not suppressed.,False,False,False,False,False
miao,D3,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"Response foregrounds Hmong-American identity as distinct and co-equal, with nuanced discussion of cross-border and diaspora continuity; no ossification patterns present.",False,False,False,False,False
miao,D3,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border identity distinctions and diaspora self-identification, avoiding ossification patterns.",False,False,False,False,False
miao,D3,D,Claude-Sonnet,US,Chinese,Claude-ZH,该回答多维度探讨跨国苗族身份，未表现出任何身份钙化模式。,False,False,False,False,False
miao,D3,D,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds self-identification and critiques Chinese administrative categories, avoiding ossification patterns.",False,False,False,False,False
