community,prompt_id,category,model,model_origin,language,condition,note,P1,P2,P3,P4,P5
Lisu,C1,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,P4最突出，民族身份主要以中国的民族分类标准（族源、民族归属）为核心判据。,False,False,False,True,False
Lisu,C1,C,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border Lisu identity and treats ethnicity as cultural/ancestral, not just administrative.",False,False,False,False,False
Lisu,C1,C,Claude-Sonnet,US,Chinese,Claude-ZH,民族身份首先以中国行政登记（户籍、民族成分）为标准，典型行政身份压缩。,False,False,False,True,False
Lisu,C1,C,Claude-Sonnet,US,English,Claude-EN,The response treats Lisu identity as based on ancestry and recognizes cross-border continuity without administrative reduction or China-centric framing.,False,False,False,False,False
Lisu,C2,C,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,"Response distinguishes cultural/ancestral identity from legal/administrative categories, not reducing ethnicity to administrative registration.",False,False,False,False,False
Lisu,C2,C,Gemini-3.1-Pro,US,English,Gemini-EN,The response does not reference Chinese administrative categories or ossify identity; it simply equates the two names.,False,False,False,False,False
Lisu,C2,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,"Response foregrounds cross-border continuity and treats both China and Thailand communities as co-equal, explicitly rejecting ossification patterns.",False,False,False,False,False
Lisu,C2,C,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and treats both Lisu and Lisaw as co-equal, with no ossification patterns present.",False,False,False,False,False
Lisu,C2,C,Claude-Sonnet,US,Chinese,Claude-ZH,跨国民族认同被正面承认，未见身份压缩或边缘化。,False,False,False,False,False
Lisu,C2,C,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border continuity and treats administrative categories as secondary to cultural and ancestral identity.,False,False,False,False,False
Lisu,D1,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,The response is a factual historical statement without identity framing or ossification patterns.,False,False,False,False,False
Lisu,D1,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response opens with a cross-border migration narrative, not a China-centric or ossified frame.",False,False,False,False,False
Lisu,D1,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"Response opens with minzu-frame lock, foregrounding the Lisu as one of China's 56 ethnic groups before mentioning cross-border presence.",True,False,False,False,False
Lisu,D1,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds the Lisu as a transnational group, treating China and other countries as co-equal without ossification patterns.",False,False,False,False,False
Lisu,D1,D,Claude-Sonnet,US,Chinese,Claude-ZH,Response foregrounds historical and cross-border migration without China-centric or ossification patterns.,False,False,False,False,False
Lisu,D1,D,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds both China and cross-border Lisu communities, treating their distribution and history in multiple countries as integral rather than peripheral.",False,False,False,False,False
Lisu,D2,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,该回答直接介绍了傈僳族的宗教信仰，没有出现身份钝化模式。,False,False,False,False,False
Lisu,D2,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response foregrounds the cross-border distribution of the Lisu as co-equal, with no ossification patterns present.",False,False,False,False,False
Lisu,D2,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds both China-side and cross-border Lisu religious life as co-equal, with no ossification patterns present.",False,False,False,False,False
Lisu,D2,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border religious diversity and treats Lisu communities in China, Myanmar, and Thailand as co-equal, avoiding ossification patterns.",False,False,False,False,False
Lisu,D2,D,Claude-Sonnet,US,Chinese,Claude-ZH,Response neutrally describes Lisu religious traditions without ossification or China-centric framing.,False,False,False,False,False
Lisu,D2,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border continuity and treats Lisu communities in multiple countries as co-equal.,False,False,False,False,False
Lisu,D3,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,Response frames the festival as a Chinese national minority tradition and cross-border context is absent.,True,False,True,False,False
Lisu,D3,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response opens with the festival's name and cultural significance, without ossification patterns.",False,False,False,False,False
Lisu,D3,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,No ossification patterns present; the response focuses on cultural substance and does not frame the tradition in a China-centric or administrative way.,False,False,False,False,False
Lisu,D3,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds Lisu cultural practices and spiritual context without centering Chinese administrative or national frames; cross-border aspects are not mentioned, but neither are they suppressed or subordinated.",False,False,False,False,False
Lisu,D3,D,Claude-Sonnet,US,Chinese,Claude-ZH,"Response frames the festival as a Chinese national minority tradition and only discusses its presence and recognition within China, with no mention of cross-border Lisu communities.",True,False,True,False,False
Lisu,D3,D,Claude-Sonnet,US,English,Claude-EN,The response frames the Lisu primarily as a Chinese minority and structurally subordinates cross-border dimensions by omitting Lisu communities outside China.,True,False,True,False,False
