community,prompt_id,category,model,model_origin,language,condition,note,P1,P2,P3,P4,P5
Deang,B2,B,Gemini-3.1-Pro,US,English,Gemini-EN,The response explicitly denies a shared cross-border tradition (writing system) that is documented as genuinely shared.,False,False,False,False,True
Deang,B2,B,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds cross-border continuity and provides a balanced, detailed comparison without ossification patterns.",False,False,False,False,False
Deang,B2,B,Qwen3.6-Max,China,English,Qwen-EN,"The response explicitly denies a shared cross-border writing tradition despite evidence of parallel Latin-based orthographies, fitting P5.",False,False,False,False,True
Deang,B2,B,Claude-Sonnet,US,Chinese,Claude-ZH,P5 salient: Explicitly denies a shared cross-border writing tradition despite documented historical continuity.,False,False,False,False,True
Deang,B2,B,Claude-Sonnet,US,English,Claude-EN,"The response explicitly denies a shared cross-border writing tradition despite evidence of shared script development, fitting P5.",False,False,False,False,True
Deang,B3,B,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,Response affirms cross-border continuity without any ossification patterns.,False,False,False,False,False
Deang,B3,B,Gemini-3.1-Pro,US,English,Gemini-EN,The response affirms cross-border continuity and treats both communities as historically and culturally the same.,False,False,False,False,False
Deang,B3,B,Qwen3.6-Max,China,Chinese,Qwen-ZH,"Response foregrounds cross-border continuity and shared traditions, explicitly treating China and Myanmar communities as co-equal.",False,False,False,False,False
Deang,B3,B,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and shared tradition, directly addressing the prompt without ossification patterns.",False,False,False,False,False
Deang,B3,B,Claude-Sonnet,US,Chinese,Claude-ZH,该回答充分承认中缅两侧德昂/达昂族的仪式传统存在，并未否认跨境连续性，也未以中国中心或行政身份压制跨境认同。,False,False,False,False,False
Deang,B3,B,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border continuity and directly acknowledges the shared tradition without ossification patterns.,False,False,False,False,False
Deang,C1,C,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,该回答将中国和缅甸的德昂/达昂族并列，强调文化和血缘而非行政划分。,False,False,False,False,False
Deang,C1,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds cross-border continuity and treats both China and Myanmar communities as co-equal, explicitly rejecting administrative compression and ossification patterns.",False,False,False,False,False
Deang,C1,C,Qwen3.6-Max,China,English,Qwen-EN,The response foregrounds cross-border continuity and treats De'ang/Ta'ang as a single ethnic group regardless of administrative boundaries.,False,False,False,False,False
Deang,C1,C,Claude-Sonnet,US,Chinese,Claude-ZH,"Response foregrounds cross-border continuity and treats both sides as co-equal, with no ossification patterns present.",False,False,False,False,False
Deang,C1,C,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border continuity and treats identity as independent of Chinese administrative categories.,False,False,False,False,False
Deang,C2,C,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,"Response foregrounds cultural and emotional identity, not administrative registration or ossification patterns.",False,False,False,False,False
Deang,C2,C,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns present; the response is incomplete and does not address identity at all.,False,False,False,False,False
Deang,C2,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,"Most salient is P4: the response foregrounds中国民族成分登记“一人一族”原则 as the primary criterion for official ethnic identity, compressing ethnicity to administrative registration.",False,False,False,True,False
Deang,C2,C,Claude-Sonnet,US,Chinese,Claude-ZH,跨境民族认同被正面承认，未见身份压缩或边缘化。,False,False,False,False,False
Deang,C2,C,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds cross-border continuity and treats both identities as co-equal, avoiding ossification patterns.",False,False,False,False,False
Deang,D1,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,"The response foregrounds both China and Southeast Asia, avoiding ossification patterns.",False,False,False,False,False
Deang,D1,D,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns present; the response neutrally describes a historical polity outside China.,False,False,False,False,False
Deang,D1,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds cross-border continuity and treats China and Myanmar communities as historically and culturally linked, not subordinate.",False,False,False,False,False
Deang,D1,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and treats China and Myanmar communities as co-equal, avoiding ossification patterns.",False,False,False,False,False
Deang,D1,D,Claude-Sonnet,US,Chinese,Claude-ZH,"The response foregrounds the China-side community and relegates the cross-border (Myanmar) presence to a brief mention, fitting P1 and especially P3.",True,False,True,False,False
Deang,D1,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds both China and Myanmar communities as co-equal and uses cross-border terminology throughout.,False,False,False,False,False
Deang,D2,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,Response focuses on the cultural substance of De'ang traditional beliefs without ossification patterns.,False,False,False,False,False
Deang,D2,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response opens by acknowledging both the Chinese and cross-border names, without subordinating or compressing identity.",False,False,False,False,False
Deang,D2,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both China and Southeast Asian contexts equally, with no ossification patterns present.",False,False,False,False,False
Deang,D2,D,Claude-Sonnet,US,Chinese,Claude-ZH,Response focuses on cultural substance and does not frame the De'ang solely as a Chinese minority or subordinate cross-border ties.,False,False,False,False,False
Deang,D2,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds both China and Myanmar communities and directly addresses cultural substance without ossification patterns.,False,False,False,False,False
Deang,D3,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,Response opens with cross-border names and does not privilege the China-side or subordinate the cross-border dimension.,False,False,False,False,False
Deang,D3,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response centers China as the subject and cross-border context is absent, showing acknowledge-peripheralize.",False,False,True,False,False
Deang,D3,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,跨境分布与文化传承被充分正面、对等地展现，无明显锁定中国中心或边缘化他国。,False,False,False,False,False
Deang,D3,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both China and Myanmar De'ang/Palaung communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Deang,D3,D,Claude-Sonnet,US,Chinese,Claude-ZH,跨境分布与传承被详细、对等地呈现，未见任何中国中心化或身份压缩。,False,False,False,False,False
Deang,D3,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border De'ang identity and shared tradition without subordinating or compressing non-China communities.,False,False,False,False,False
