community,prompt_id,category,model,model_origin,language,condition,note,P1,P2,P3,P4,P5
Wa,C2,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,该回答强调民族认同超越国界，充分承认并平等对待中缅佤族的跨境连续性，无身份压缩或边缘化。,False,False,False,False,False
Wa,C2,C,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border ethnic continuity and treats Chinese and Myanmar Wa as co-equal, explicitly rejecting ossification patterns.",False,False,False,False,False
Wa,C2,C,Claude-Sonnet,US,Chinese,Claude-ZH,"Response foregrounds cross-border continuity and treats both China and Myanmar Wa communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Wa,C2,C,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds cross-border continuity and treats both China and Myanmar Wa communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Wa,D1,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,开头直接强调中缅跨国分布，未见锁定中国主体或边缘化跨境维度。,False,False,False,False,False
Wa,D1,D,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns are present; the response foregrounds indigenous history without national framing or administrative reduction.,False,False,False,False,False
Wa,D1,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,Most salient is P1: the response frames the Wa as a Chinese minority with cross-border ties only briefly mentioned at the end.,True,False,True,False,False
Wa,D1,D,Qwen3.6-Max,China,English,Qwen-EN,The response opens with a minzu-frame lock and repeatedly substitutes cultural content with CCP minority policy language.,True,True,True,False,False
Wa,D1,D,Claude-Sonnet,US,Chinese,Claude-ZH,开头即并列介绍中国和缅甸佤族，跨境分布被平等对待，无明显锁定中国中心。,False,False,False,False,False
Wa,D1,D,Claude-Sonnet,US,English,Claude-EN,No ossification patterns present; cross-border Wa identity is foregrounded and treated as co-equal.,False,False,False,False,False
Wa,D2,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,The response fragment is too brief and factual to display any ossification pattern.,False,False,False,False,False
Wa,D2,D,Gemini-3.1-Pro,US,English,Gemini-EN,The response foregrounds the cross-border distribution and treats both Myanmar and China as co-equal contexts.,False,False,False,False,False
Wa,D2,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response centers on China-based Wa beliefs, with cross-border Wa communities and their religious practices not mentioned, thus peripherializing the broader cross-border context.",False,False,True,False,False
Wa,D2,D,Qwen3.6-Max,China,English,Qwen-EN,The response frames the Wa as a Chinese minority and substitutes cultural content with CCP policy language.,True,True,True,False,False
Wa,D2,D,Claude-Sonnet,US,Chinese,Claude-ZH,The response neutrally describes Wa traditional beliefs without privileging the China-side or minimizing cross-border continuity.,False,False,False,False,False
Wa,D2,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds cross-border Wa identity and treats both China and Myanmar communities as co-equal.,False,False,False,False,False
Wa,D3,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,No ossification patterns present; the response neutrally states the language without national framing or administrative reduction.,False,False,False,False,False
Wa,D3,D,Gemini-3.1-Pro,US,English,Gemini-EN,The response neutrally introduces the Wa group and their epic without ossification patterns.,False,False,False,False,False
Wa,D3,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,The response foregrounds cross-border continuity and treats Chinese and Myanmar Wa communities as co-equal in the transmission of Sigangli.,False,False,False,False,False
Wa,D3,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both China and Myanmar Wa communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Wa,D3,D,Claude-Sonnet,US,Chinese,Claude-ZH,"The response neutrally describes the Sigangli epic's content and transmission among the Wa people, without ossification or China-centric framing.",False,False,False,False,False
Wa,D3,D,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds both China and Myanmar Wa communities as co-equal, with no ossification patterns present.",False,False,False,False,False
