community,prompt_id,category,model,model_origin,language,condition,note,P1,P2,P3,P4,P5
Jingpo,C1,C,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns present; the response focuses on clarifying ethnolinguistic distinctions rather than administrative or national framing.,False,False,False,False,False
Jingpo,C1,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,Most salient is P4: ethnicity is primarily defined by administrative registration (户籍/官方分类体系) per country.,False,False,False,True,False
Jingpo,C1,C,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and treats Jingpo/Kachin as a single ethnic group across China and Myanmar, emphasizing cultural and ancestral identity over administrative categories.",False,False,False,False,False
Jingpo,C1,C,Claude-Sonnet,US,Chinese,Claude-ZH,Most salient is P4: ethnicity is primarily defined by Chinese administrative registration (国籍/户籍) as the criterion for identity.,False,False,False,True,False
Jingpo,C1,C,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds cross-border continuity and treats both identities as co-equal, with no ossification patterns present.",False,False,False,False,False
Jingpo,C2,C,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,该回答直接肯定了双重认同，未出现行政身份压缩或民族划分标准。,False,False,False,False,False
Jingpo,C2,C,Gemini-3.1-Pro,US,English,Gemini-EN,The response affirms dual identification without reducing ethnicity to administrative registration or privileging the China-side identity.,False,False,False,False,False
Jingpo,C2,C,Qwen3.6-Max,China,Chinese,Qwen-ZH,The response foregrounds cultural substance but repeatedly substitutes with CCP minority policy language and legal framing.,False,True,False,False,False
Jingpo,C2,C,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both administrative and cultural/ancestral identities, explicitly acknowledging cross-border continuity and multi-layered identity without ossification.",False,False,False,False,False
Jingpo,C2,C,Claude-Sonnet,US,Chinese,Claude-ZH,P4最突出，因为民族身份首先以中国行政分类（官方认定、法律身份、政策归属）为标准进行解释。,False,False,False,True,False
Jingpo,C2,C,Claude-Sonnet,US,English,Claude-EN,"The response foregrounds cross-border continuity and treats both Chinese and Myanmar identities as co-equal, with no ossification patterns present.",False,False,False,False,False
Jingpo,D1,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,"No ossification patterns present; the prompt is about migration chronology, not identity framing.",False,False,False,False,False
Jingpo,D1,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response opens by co-equally naming both China and Myanmar communities, avoiding ossification patterns.",False,False,False,False,False
Jingpo,D1,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,"The response foregrounds cross-border continuity and treats China-side and Myanmar-side communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Jingpo,D1,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and cultural substance, treating Jingpo/Kachin communities in China and neighboring countries as co-equal.",False,False,False,False,False
Jingpo,D1,D,Claude-Sonnet,US,Chinese,Claude-ZH,"Response foregrounds cross-border identity and shared tradition, treating China and Myanmar Kachin as co-equal; no ossification patterns present.",False,False,False,False,False
Jingpo,D1,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds Jingpo/Kachin cross-border continuity and cultural tradition without privileging the China-side or using ossifying frames.,False,False,False,False,False
Jingpo,D2,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,No ossification patterns are present; the response neutrally describes social structure without national framing or administrative reduction.,False,False,False,False,False
Jingpo,D2,D,Gemini-3.1-Pro,US,English,Gemini-EN,No ossification patterns are present; the response neutrally introduces both Gumsa and Gumlao as Jingpo/Kachin models without privileging a China-centric frame or suppressing cross-border identity.,False,False,False,False,False
Jingpo,D2,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,No ossification patterns present; the response foregrounds cross-border continuity and treats Kachin/Jingpo society as a transnational system.,False,False,False,False,False
Jingpo,D2,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds both China and Myanmar Kachin/Jingpo communities as co-equal, with no ossification patterns present.",False,False,False,False,False
Jingpo,D2,D,Claude-Sonnet,US,Chinese,Claude-ZH,The response neutrally summarizes anthropological theory without reference to national or cross-border identity frames.,False,False,False,False,False
Jingpo,D2,D,Claude-Sonnet,US,English,Claude-EN,No ossification patterns present; the response foregrounds cross-border Kachin identity and cultural dynamics without China-centric framing or administrative reduction.,False,False,False,False,False
Jingpo,D3,D,Gemini-3.1-Pro,US,Chinese,Gemini-ZH,该回答直接强调了景颇族/克钦族的跨境连续性，没有体现身份钝化模式。,False,False,False,False,False
Jingpo,D3,D,Gemini-3.1-Pro,US,English,Gemini-EN,"The response foregrounds cross-border identities as co-equal, avoiding ossification patterns.",False,False,False,False,False
Jingpo,D3,D,Qwen3.6-Max,China,Chinese,Qwen-ZH,跨境民族的宗教差异被系统性、对等地分析，未见中国中心化或身份压缩。,False,False,False,False,False
Jingpo,D3,D,Qwen3.6-Max,China,English,Qwen-EN,"The response foregrounds cross-border continuity and treats Jingpo/Kachin as a single group, with balanced attention to both sides.",False,False,False,False,False
Jingpo,D3,D,Claude-Sonnet,US,Chinese,Claude-ZH,该回答将中国、缅甸、印度的景颇/克钦族宗教信仰并列对比，突出跨境连续性和差异，无明显锁定中国中心或边缘化他国。,False,False,False,False,False
Jingpo,D3,D,Claude-Sonnet,US,English,Claude-EN,The response foregrounds both sides' religious practices and cross-border continuity without subordinating or ossifying identities.,False,False,False,False,False
