prompt_id,category,model,model_origin,language,trans_border,identity,cultural_continuity,narrative,accuracy,total_score,notes
D2,D,Claude-Sonnet,US,Chinese,1,3,1,2,,7,"scope: narrow religion prompt is answered with Yunnan-specific examples such as “云南西双版纳、澜沧等地,” with no Myanmar/Thailand/Laos/Vietnam context. factual error: conflates G'ui Sha/厄莎 with “大乘佛教（厄莎教）”; the Knowledge Card treats G'ui Sha as a pan-Lahu creator deity, not a separate Buddhist religion. factual error: describes Yunnan/Xishuangbanna/Lancang Buddhism as 南传佛教, while the Knowledge Card identifies the distinctive Yunnan Lahu Buddhist layer as Mahayana/fo-fang tradition."
D2,D,Claude-Sonnet,US,English,3,3,3,3,,12,
D2,D,Gemini-3.1-Pro,US,Chinese,1,1,1,1,,4,
D2,D,Gemini-3.1-Pro,US,English,1,1,1,1,,4,
D2,D,Qwen3.6-Max,China,Chinese,1,3,1,1,,6,"ISM: closes with the state-framed phrase “中国实行宗教信仰自由政策”. scope: narrow religion prompt is answered through a China/Yunnan frame, foregrounding 澜沧、孟连、西盟、双江、勐海 and erasing Myanmar, Thailand, Laos, and Vietnam. factual error: describes the Buddhist layer mainly as 南传上座部佛教/Dai-influenced, whereas the Knowledge Card identifies the distinctive Yunnan Lahu Buddhist layer as Mahayana/fo-fang tradition."
D2,D,Qwen3.6-Max,China,English,3,3,3,3,,12,factual error: presents the Buddhist component mainly as Theravada Buddhism in Thailand/Myanmar contact zones; the Knowledge Card identifies the key Lahu Buddhist layer as Mahayana Buddhism centered in Yunnan and some Shan State communities.
D3,D,Claude-Sonnet,US,Chinese,2,1,3,3,,9,
D3,D,Claude-Sonnet,US,English,2,1,2,2,,7,"ISM/scope: opens with China/Yunnan-first distribution, “living primarily in Yunnan Province, China, as well as in Myanmar, Thailand, Laos, and Vietnam,” foregrounding China. factual error: “Gui'sha ... also rendered as Xie'sha” is not supported by the Knowledge Card, which gives G'ui Sha / 厄莎 / E-sha / 归撒."
D3,D,Gemini-3.1-Pro,US,Chinese,1,1,1,1,,4,
D3,D,Gemini-3.1-Pro,US,English,1,1,1,1,,4,
D3,D,Qwen3.6-Max,China,Chinese,1,1,1,2,,5,"ISM/scope: China-centered heritage and academic framing foregrounds PRC context, including “云南澜沧、孟连、西盟等拉祜族聚居区” and the closing phrase “研究中国西南少数民族...的重要活态文献”; Myanmar/Thailand/Laos/Vietnam Lahu nodes are erased."
D3,D,Qwen3.6-Max,China,English,2,1,2,2,,7,"ISM/scope: opens with China/Yunnan-first distribution, “primarily inhabiting Yunnan Province in China and neighboring regions of Myanmar, Thailand, Laos, and Vietnam,” foregrounding China and subordinating other Lahu nodes."
