prompt_id,category,model,model_origin,language,trans_border,identity,cultural_continuity,narrative,accuracy,total_score,notes
D1,D,Qwen3.6-Max,China,English,3,1,3,3,,10,"factual error: says James O. Fraser ""developed the Fraser script"" with Lisu assistants, erasing Sara Ba Thaw's foundational authorship; also calls it a ""Lisu syllabary""."
D2,D,Claude-Sonnet,US,Chinese,1,2,1,2,,6,"factual error: says missionaries created Lisu writing, implying Fraser/missionary authorship and erasing Sara Ba Thaw. scope: foregrounds 云南怒江 and omits Myanmar, Thailand, and India/Yobin."
D2,D,Claude-Sonnet,US,English,2,3,2,2,,9,"scope: mentions Myanmar, China, and Thailand but omits the Indian/Yobin Lisu node."
D2,D,Gemini-3.1-Pro,US,Chinese,1,1,1,2,,5,"scope: response is truncated and remains at a generic religion-description level, with no trans-border context."
D2,D,Gemini-3.1-Pro,US,English,3,1,1,3,,8,"scope: truncated response foregrounds cross-border distribution across Myanmar, China, Thailand, and India, but provides no religion or cultural-continuity detail."
D2,D,Qwen3.6-Max,China,Chinese,2,3,2,2,,9,"factual error: credits James O. Fraser/missionaries with creating 老傈僳文, erasing Sara Ba Thaw's foundational authorship. scope: foregrounds China/Yunnan and legal-administrative framing before briefly noting Myanmar, Thailand, and India."
D2,D,Qwen3.6-Max,China,English,2,3,2,2,,9,"factual error: attributes creation of the Fraser script to James O. Fraser, erasing Sara Ba Thaw's foundational authorship. scope: discusses Yunnan/China, northern Myanmar, and Thailand but omits the Indian/Yobin Lisu node."
D3,D,Claude-Sonnet,US,Chinese,1,1,1,2,,5,ISM/scope — foregrounds China/Yunnan in the closing frame: “列入中国国家级非物质文化遗产名录，主要流行于云南省怒江傈僳族自治州等地区”. factual error — gives the festival date as “农历正月十五日前后” while the Knowledge Card specifies the 8th day of the 2nd lunar month.
D3,D,Claude-Sonnet,US,English,1,1,1,2,,5,"ISM/scope — opens with a China-centered ethnic-minority frame: “an ethnic minority group primarily living in Yunnan Province, China”. factual error — gives the date as the “15th day of the second lunar month” rather than the 8th day; also describes Wang Ji as a “eunuch-official,” whereas the Knowledge Card identifies him as a Ming military commander."
D3,D,Gemini-3.1-Pro,US,Chinese,1,1,1,1,,4,ISM/scope — truncated response opens by defining the festival through a Yunnan/China frame: “云南省傈僳族”.
D3,D,Gemini-3.1-Pro,US,English,1,1,1,1,,4,
D3,D,Qwen3.6-Max,China,Chinese,1,1,1,2,,5,ISM/scope — opens with a Yunnan-centered frame: “云南傈僳族…主要流传于怒江傈僳族自治州及保山腾冲、德宏盈江等傈僳族聚居地”; cross-border Lisu contexts are not mentioned.
D3,D,Qwen3.6-Max,China,English,1,1,1,2,,5,"ISM/scope — defines the festival primarily through China: “primarily in Yunnan Province, China”; other Lisu nodes are not included."
