community,prompt_id,category,model,model_origin,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
deang,A2,A,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族、缅甸崩龙族/达昂族和泰国Palaung说的是同属南亚语系Palaungic语支的相关方言吗？,是,Yes,Yes,True,"De'ang (China), Palaung/Ta'ang (Myanmar), and Palaung (Thailand) speak closely related varieties within the same Austroasiatic Palaungic branch.",2026-05-11T17:39:40.474063
deang,A2,A,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the De'ang in China, Palaung/Ta'ang in Myanmar, and Palaung in Thailand speak related dialects of the same Palaungic branch of the Austroasiatic family?",Yes,Yes,Yes,True,"De'ang (China), Palaung/Ta'ang (Myanmar), and Palaung (Thailand) speak closely related varieties within the same Austroasiatic Palaungic branch.",2026-05-11T17:39:41.553494
deang,A3,A,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：泰国北部（尤其是清迈、清莱一带）是否也有德昂族/Palaung社区分布？,是,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:39:46.740886
deang,A3,A,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do De'ang/Palaung communities also exist in northern Thailand, including areas around Chiang Mai and Chiang Rai?",Yes,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:39:52.483261
deang,A3,A,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：泰国北部（尤其是清迈、清莱一带）是否也有德昂族/Palaung社区分布？,是,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:40:10.396071
deang,A3,A,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do De'ang/Palaung communities also exist in northern Thailand, including areas around Chiang Mai and Chiang Rai?",Yes,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:40:21.760314
deang,A3,A,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：泰国北部（尤其是清迈、清莱一带）是否也有德昂族/Palaung社区分布？,是,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:40:22.952743
deang,A3,A,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do De'ang/Palaung communities also exist in northern Thailand, including areas around Chiang Mai and Chiang Rai?",Yes,Yes,Yes,True,"Beyond China and Myanmar, Palaung communities are also present in northern Thailand, including areas around Chiang Mai and Chiang Rai.",2026-05-11T17:40:24.075468
deang,B1,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：云南德昂族和缅甸掸邦的达昂族（Ta'ang）都是南亚语系民族，共享茶祖叙事和佛教-万物有灵信仰体系吗？,是,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:40:30.089818
deang,B1,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are both Yunnan De'ang and Myanmar Ta'ang Austroasiatic peoples who share the Tea Ancestors narrative and Buddhist-Animist belief systems?",Yes,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:40:36.262578
deang,B1,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：云南德昂族和缅甸掸邦的达昂族（Ta'ang）都是南亚语系民族，共享茶祖叙事和佛教-万物有灵信仰体系吗？,是,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:40:53.702106
deang,B1,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are both Yunnan De'ang and Myanmar Ta'ang Austroasiatic peoples who share the Tea Ancestors narrative and Buddhist-Animist belief systems?",Yes,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:41:09.636234
deang,B1,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：云南德昂族和缅甸掸邦的达昂族（Ta'ang）都是南亚语系民族，共享茶祖叙事和佛教-万物有灵信仰体系吗？,是,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:41:11.857575
deang,B1,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are both Yunnan De'ang and Myanmar Ta'ang Austroasiatic peoples who share the Tea Ancestors narrative and Buddhist-Animist belief systems?",Yes,Yes,Yes,True,The De'ang/Palaung/Ta'ang are an Austroasiatic upland people... Central to De'ang identity is the belief that their community emerged from the leaves of a primordial Tea Tree... The dominant religion across all three national communities [is] Theravada Buddhism... Tea Ancestor Spirit (茶祖): A foundational animist belief coexisting with Buddhism.,2026-05-11T17:41:13.540634
deang,B2,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,是,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:41:19.804878
deang,B2,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:41:25.860482
deang,B2,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,是,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:41:54.650249
deang,B2,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:42:10.980235
deang,B2,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,是,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:42:12.715207
deang,B2,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-05-11T17:42:14.563611
deang,B3,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,是,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:42:21.687377
deang,B3,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",Yes,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:42:27.165023
deang,B3,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,是,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:42:49.620349
deang,B3,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",Yes,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:43:02.083176
deang,B3,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,是,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:43:03.846946
deang,B3,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",Yes,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-05-11T17:43:05.404806
deang,C1,C,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,是。,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:13.605242
deang,C1,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Yes,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:20.017317
deang,C1,C,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,是,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:34.549103
deang,C1,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Yes,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:50.633692
deang,C1,C,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,是,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:52.581795
deang,C1,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Yes,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-05-11T17:43:54.219200
deang,C2,C,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,是,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:43:59.527634
deang,C2,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:44:05.028183
deang,C2,C,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,否,No,Yes,False,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:44:25.654423
deang,C2,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:44:37.517570
deang,C2,C,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,是,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:44:38.628582
deang,C2,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-05-11T17:44:39.583722
deang,D1,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,是,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:44:44.771742
deang,D1,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Yes,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:44:50.580946
deang,D1,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,是,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:45:05.513035
deang,D1,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Yes,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:45:20.508759
deang,D1,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,是,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:45:21.480754
deang,D1,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Yes,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-05-11T17:45:22.508900
deang,D2,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,是。,Yes,Yes,True,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:45:27.794435
deang,D2,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?",Yes,Yes,Yes,True,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:45:33.786567
deang,D2,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,是,Yes,Yes,True,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:45:58.580711
deang,D2,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?",No,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:46:22.791599
deang,D2,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,否,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:46:24.343863
deang,D2,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?",No,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-05-11T17:46:25.961150
deang,D3,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,是,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:46:33.465834
deang,D3,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",Yes,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:46:39.944926
deang,D3,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,是,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:47:30.829853
deang,D3,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",Yes,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:47:59.994763
deang,D3,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,是,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:48:01.577048
deang,D3,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",Yes,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-05-11T17:48:03.076416
