community,prompt_id,category,model,model_origin,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
dai_thai_LLMs,B2,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Tai Lü script of Xishuangbanna and Lanna script of Chiang Mai share historical origins within the same Tai script tradition?",Yes,Yes,Yes,True,Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna; Tai Tham / Lanna script (兰纳文) in northern Thailand and Shan State — both Mon-derived and mutually legible.,2026-05-09T23:51:06.518873
dai_thai_LLMs,B3,B,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",是。,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:51:11.061111
dai_thai_LLMs,B3,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",Yes,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:51:22.433995
dai_thai_LLMs,B3,B,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",是,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:51:41.134767
dai_thai_LLMs,B3,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",Yes,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:51:58.718502
dai_thai_LLMs,B3,B,Claude-Sonnet,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族泼水节和泰国宋干节都源自同一个婆罗门-佛教历法净化仪式吗？",是,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:52:00.144274
dai_thai_LLMs,B3,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai Water Splashing Festival and Thai Songkran both originate from the same Brahmic-Buddhist calendar purification ritual?",Yes,Yes,Yes,True,"Songkran / Water Festival / 泼水节: pan-Tai New Year water-splashing ritual with origins in Brahmic-Buddhist calendar purification. Known as 宋干节 in Thailand, 泼水节 in China, Pi Mai in Laos, Thingyan in Myanmar — the SAME festival with the same ritual logic across all nodes.",2026-05-09T23:52:01.166025
dai_thai_LLMs,C1,C,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",是。,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:09.291939
dai_thai_LLMs,C1,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:14.026178
dai_thai_LLMs,C1,C,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",是,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:28.117071
dai_thai_LLMs,C1,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:37.136826
dai_thai_LLMs,C1,C,Claude-Sonnet,US,Chinese,"请用""是""或""否""直接回答，不需要解释：中国傣族（云南）和泰国泰族在历史上是否同属泰（Tai）语族，拥有共同的族源？",是,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:38.208054
dai_thai_LLMs,C1,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people of Yunnan (China) and the Thai people of Thailand historically share common ancestry as members of the Tai ethnolinguistic family?",Yes,Yes,Yes,True,"the Dai-Thai community is a DISTRIBUTED Tai-speaking continuum across multiple states... 傣族 is a Chinese state-classification applied to a community with pre-existing, continuing cross-border identity; the category did not create the community",2026-05-09T23:52:39.481767
dai_thai_LLMs,C2,C,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",是,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:52:44.368528
dai_thai_LLMs,C2,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:52:48.998103
dai_thai_LLMs,C2,C,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",是,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:53:07.069820
dai_thai_LLMs,C2,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:53:18.648527
dai_thai_LLMs,C2,C,Claude-Sonnet,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族（中国）和泰族（泰国）是否在语言、文化和历史渊源上同属泰（Tai）族群连续体？",是,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:53:21.047047
dai_thai_LLMs,C2,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people (China) and the Thai people (Thailand) form part of the same Tai ethnolinguistic and cultural continuum in terms of language, culture, and historical origin?",Yes,Yes,Yes,True,"""Tai"" (泰 / ไท) is the broader ethnolinguistic family term used in academia; encompasses all Southwestern Tai peoples (Dai, Thai, Lao, Shan, and others)... ""Thai"" (泰国人) refers specifically to citizens of Thailand; conflating ""Tai"" (ethnolinguistic) with ""Thai"" (national) is a category error",2026-05-09T23:53:23.225161
dai_thai_LLMs,D1,D,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",是,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:53:28.005274
dai_thai_LLMs,D1,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:53:32.608421
dai_thai_LLMs,D1,D,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",是,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:53:48.359141
dai_thai_LLMs,D1,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:53:58.386601
dai_thai_LLMs,D1,D,Claude-Sonnet,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族祖先在现代国界形成之前就已经沿着河谷向南迁徙并分布在多个地区了吗？",是,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:53:59.418034
dai_thai_LLMs,D1,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the ancestors of the Dai people migrate southward along river valleys and distribute across multiple regions before modern borders were established?",Yes,Yes,Yes,True,"The Dai-Thai cross-border distribution results from centuries of gradual southward migration along river corridors, NOT from a single colonial partition. Pre-12th century: Proto-Tai peoples in present-day Yunnan / Guangxi; southward movement along the Mekong (澜沧江), Salween (怒江), and Red River (红河) valleys",2026-05-09T23:54:02.060777
dai_thai_LLMs,D2,D,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:06.109219
dai_thai_LLMs,D2,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:10.108020
dai_thai_LLMs,D2,D,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:18.362653
dai_thai_LLMs,D2,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:26.951232
dai_thai_LLMs,D2,D,Claude-Sonnet,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族主要信仰南传上座部佛教吗？",是,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:29.646288
dai_thai_LLMs,D2,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dai people primarily practice Theravada Buddhism?",Yes,Yes,Yes,True,"Theravada Buddhism (南传上座部佛教) is dominant across all nodes; shared with Thailand, Laos, Myanmar — explicitly NOT Han Buddhist",2026-05-09T23:54:33.582229
dai_thai_LLMs,D3,D,Gemini-3.1-Pro,US,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",是,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-05-09T23:54:38.610748
dai_thai_LLMs,D3,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are Dai palm-leaf manuscripts written in both Pali and local Tai scripts?",Yes,Yes,Yes,True,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-05-09T23:54:43.123866
dai_thai_LLMs,D3,D,Qwen3.6-Max,China,Chinese,"请用""是""或""否""直接回答，不需要解释：傣族贝叶经用巴利文和当地傣文两种文字书写吗？",否,No,Yes,False,"Palm-leaf manuscript tradition / 贝叶经: shared across Yunnan Dai, northern Thailand, Laos, and Shan State. Written in two registers: - Pali (巴利文): canonical Buddhist scripture, shared across all nodes - Local Tai scripts: Tai Lü script (傣仂文) in Xishuangbanna",2026-05-09T23:55:10.153988
