community,prompt_id,category,model,model_origin,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
hani_akha,A2,A,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族是否是同一个民族的两个节点，具有历史连续性？,是,Yes,Yes,True,"The community spans two nodes with historical continuity but distinct identities: Chinese Hani (哈尼族)... Southeast Asian Akha (阿卡族): same people, different name",2026-05-11T17:26:12.102368
hani_akha,A2,A,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Chinese Hani and Southeast Asian Akha two nodes of the same people with historical continuity?",Yes,Yes,Yes,True,"The community spans two nodes with historical continuity but distinct identities: Chinese Hani (哈尼族)... Southeast Asian Akha (阿卡族): same people, different name",2026-05-11T17:26:13.658557
hani_akha,A3,A,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：缅甸掸邦、老挝北部和泰国清莱的阿卡族社区是在19世纪以前就已经形成的原住社区吗？,否,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:26:18.862607
hani_akha,A3,A,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Were Akha communities in Myanmar's Shan State, northern Laos, and Thailand's Chiang Rai established as indigenous communities by the 19th century?",No,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:26:23.795536
hani_akha,A3,A,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：缅甸掸邦、老挝北部和泰国清莱的阿卡族社区是在19世纪以前就已经形成的原住社区吗？,否,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:26:40.360190
hani_akha,A3,A,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Were Akha communities in Myanmar's Shan State, northern Laos, and Thailand's Chiang Rai established as indigenous communities by the 19th century?",No,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:27:03.877311
hani_akha,A3,A,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：缅甸掸邦、老挝北部和泰国清莱的阿卡族社区是在19世纪以前就已经形成的原住社区吗？,否,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:27:05.261963
hani_akha,A3,A,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Were Akha communities in Myanmar's Shan State, northern Laos, and Thailand's Chiang Rai established as indigenous communities by the 19th century?",No,No,Yes,False,"Akha communities in Shan State, northern Laos, and northern Thailand have long-standing local presence and were established as indigenous highland communities before modern nation-state boundary regimes fully consolidated.",2026-05-11T17:27:06.726059
hani_akha,B1,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是否在中国哈尼族和东南亚阿卡族社区中都存在？,是,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:11.495755
hani_akha,B1,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang (the Akha Way) present across both Chinese Hani and Southeast Asian Akha communities?",Yes,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:18.307469
hani_akha,B1,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是否在中国哈尼族和东南亚阿卡族社区中都存在？,是,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:34.532775
hani_akha,B1,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang (the Akha Way) present across both Chinese Hani and Southeast Asian Akha communities?",Yes,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:49.972120
hani_akha,B1,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是否在中国哈尼族和东南亚阿卡族社区中都存在？,是,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:51.645553
hani_akha,B1,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang (the Akha Way) present across both Chinese Hani and Southeast Asian Akha communities?",Yes,Yes,Yes,True,"Akhazang / The Akha Way (阿卡之道): the comprehensive life-ordering system spanning ancestor veneration, agricultural ritual, social ethics, and cosmology; present across China and all Southeast Asian Akha communities",2026-05-11T17:27:53.454680
hani_akha,B2,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：元阳式梯田稻作是否在云南和缅甸、老挝、泰国、越南的阿卡族社区中都存在？,否,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:27:58.424065
hani_akha,B2,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Yuanyang-style terraced rice agriculture present in both Yunnan and Akha communities across Myanmar, Laos, Thailand, and Vietnam?",No,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:28:03.964887
hani_akha,B2,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：元阳式梯田稻作是否在云南和缅甸、老挝、泰国、越南的阿卡族社区中都存在？,否,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:28:22.599720
hani_akha,B2,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Yuanyang-style terraced rice agriculture present in both Yunnan and Akha communities across Myanmar, Laos, Thailand, and Vietnam?",No,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:28:39.470694
hani_akha,B2,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：元阳式梯田稻作是否在云南和缅甸、老挝、泰国、越南的阿卡族社区中都存在？,否,No,Yes,False,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:28:40.546924
hani_akha,B2,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Yuanyang-style terraced rice agriculture present in both Yunnan and Akha communities across Myanmar, Laos, Thailand, and Vietnam?",Yes,Yes,Yes,True,"Yuanyang-style terraced rice agriculture (梯田稻作文化): ~1,300 years of continuous mountain terrace farming; present in Yunnan (UNESCO World Heritage, 元阳梯田) and across Myanmar, Laos, Thailand, Vietnam; both an agricultural practice and a core cultural identity marker",2026-05-11T17:28:41.805296
hani_akha,B3,B,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族的男性是否都需要背诵50代以上的父系祖先谱系？,* Both groups share this specific cultural trait of reciting long pat,Unknown,Yes,False,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:28:46.626514
hani_akha,B3,B,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are men in both Chinese Hani and Southeast Asian Akha communities expected to recite 50+ generations of patrilineal ancestors?","Conclusion:* Yes, this is a documented cultural practice for both",Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:28:52.095810
hani_akha,B3,B,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族的男性是否都需要背诵50代以上的父系祖先谱系？,否,No,Yes,False,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:29:17.070785
hani_akha,B3,B,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are men in both Chinese Hani and Southeast Asian Akha communities expected to recite 50+ generations of patrilineal ancestors?",Yes,Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:29:41.153666
hani_akha,B3,B,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：中国哈尼族和东南亚阿卡族的男性是否都需要背诵50代以上的父系祖先谱系？,是,Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:29:42.194889
hani_akha,B3,B,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are men in both Chinese Hani and Southeast Asian Akha communities expected to recite 50+ generations of patrilineal ancestors?",Yes,Yes,Yes,True,Patrilineal genealogy recitation (父系谱系背诵): men across ALL nodes — Chinese Hani and Southeast Asian Akha alike — are expected to recite 50+ generations of patrilineal ancestors,2026-05-11T17:29:43.213221
hani_akha,C1,C,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是连接中国哈尼族和东南亚阿卡族社区跨境认同的核心文化纽带吗？,是。,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:29:48.936973
hani_akha,C1,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Akhazang function as the core cultural bond connecting Chinese Hani and Southeast Asian Akha communities across national borders?",Yes,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:29:54.738142
hani_akha,C1,C,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是连接中国哈尼族和东南亚阿卡族社区跨境认同的核心文化纽带吗？,是,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:30:13.249583
hani_akha,C1,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Akhazang function as the core cultural bond connecting Chinese Hani and Southeast Asian Akha communities across national borders?",Yes,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:30:32.580945
hani_akha,C1,C,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）是连接中国哈尼族和东南亚阿卡族社区跨境认同的核心文化纽带吗？,是,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:30:33.594391
hani_akha,C1,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Akhazang function as the core cultural bond connecting Chinese Hani and Southeast Asian Akha communities across national borders?",Yes,Yes,Yes,True,"Akhazang operates as the central normative-cultural framework that links Hani/Akha communities across China and Southeast Asia through shared ritual order, ethics, and identity continuity.",2026-05-11T17:30:34.640801
hani_akha,C2,C,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：「哈尼」是中国官方行政语境下的称呼，而「阿卡」是东南亚语境下同一族群的自称，两者指向同一个跨境民族共同体吗？,是。,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:30:41.623088
hani_akha,C2,C,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Hani' the Chinese administrative designation while 'Akha' is the self-designation used in Southeast Asian contexts, both referring to the same trans-border ethnic community?",Yes,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:30:47.586367
hani_akha,C2,C,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：「哈尼」是中国官方行政语境下的称呼，而「阿卡」是东南亚语境下同一族群的自称，两者指向同一个跨境民族共同体吗？,是,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:31:00.597206
hani_akha,C2,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Hani' the Chinese administrative designation while 'Akha' is the self-designation used in Southeast Asian contexts, both referring to the same trans-border ethnic community?",Yes,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:31:13.254989
hani_akha,C2,C,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：「哈尼」是中国官方行政语境下的称呼，而「阿卡」是东南亚语境下同一族群的自称，两者指向同一个跨境民族共同体吗？,是,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:31:15.911287
hani_akha,C2,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Hani' the Chinese administrative designation while 'Akha' is the self-designation used in Southeast Asian contexts, both referring to the same trans-border ethnic community?",Yes,Yes,Yes,True,"Hani and Akha refer to the same trans-border ethnic community, with 'Hani' used in Chinese administrative classification and 'Akha' used as self-designation in Southeast Asia.",2026-05-11T17:31:17.029078
hani_akha,D1,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：哈尼族/阿卡族的历史是否包括从19世纪开始、跨越现代多个国家边界的南迁过程？,是。,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:31:22.487417
hani_akha,D1,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Hani/Akha history include southward migration beginning in the 19th century that crossed what are now multiple national borders?",Yes,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:31:28.698049
hani_akha,D1,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：哈尼族/阿卡族的历史是否包括从19世纪开始、跨越现代多个国家边界的南迁过程？,是,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:31:45.706449
hani_akha,D1,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Hani/Akha history include southward migration beginning in the 19th century that crossed what are now multiple national borders?",Yes,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:31:57.085745
hani_akha,D1,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：哈尼族/阿卡族的历史是否包括从19世纪开始、跨越现代多个国家边界的南迁过程？,是,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:31:58.555455
hani_akha,D1,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Hani/Akha history include southward migration beginning in the 19th century that crossed what are now multiple national borders?",Yes,Yes,Yes,True,The Hani-Akha cross-border distribution results from multi-stage southward migration over more than a century... 19th century: Pressure from Han migration and regional conflict... drove gradual southward movement,2026-05-11T17:32:01.707724
hani_akha,D2,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）在东南亚阿卡族社区中是现今仍在运作的活态制度，而不仅仅是中国哈尼族的文化遗产吗？,是。,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:07.532614
hani_akha,D2,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang a living system still practised in Southeast Asian Akha communities today, not only a cultural heritage of the Chinese Hani?",Yes,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:12.138955
hani_akha,D2,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）在东南亚阿卡族社区中是现今仍在运作的活态制度，而不仅仅是中国哈尼族的文化遗产吗？,是,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:39.435381
hani_akha,D2,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang a living system still practised in Southeast Asian Akha communities today, not only a cultural heritage of the Chinese Hani?",Yes,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:55.926525
hani_akha,D2,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：阿卡之道（Akhazang）在东南亚阿卡族社区中是现今仍在运作的活态制度，而不仅仅是中国哈尼族的文化遗产吗？,是,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:56.907148
hani_akha,D2,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is Akhazang a living system still practised in Southeast Asian Akha communities today, not only a cultural heritage of the Chinese Hani?",Yes,Yes,Yes,True,"Akhazang is a living, practiced normative order in contemporary Southeast Asian Akha communities, while also present among Chinese Hani/Akha cultural contexts.",2026-05-11T17:32:58.871985
hani_akha,D3,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：东南亚阿卡族社区的形成早于中缅、中老现代国家边界的划定，因此不能被解释为中国境内移民向外流出的结果吗？,是。,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:33:04.670114
hani_akha,D3,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Akha communities in Southeast Asia become established before the formation of modern China-Myanmar and China-Laos borders, meaning their presence cannot be explained as outward migration from China?",No,No,Yes,False,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:33:13.451832
hani_akha,D3,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：东南亚阿卡族社区的形成早于中缅、中老现代国家边界的划定，因此不能被解释为中国境内移民向外流出的结果吗？,否,No,Yes,False,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:33:44.385596
hani_akha,D3,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Akha communities in Southeast Asia become established before the formation of modern China-Myanmar and China-Laos borders, meaning their presence cannot be explained as outward migration from China?",No,No,Yes,False,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:34:03.964802
hani_akha,D3,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：东南亚阿卡族社区的形成早于中缅、中老现代国家边界的划定，因此不能被解释为中国境内移民向外流出的结果吗？,是,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:34:05.431883
hani_akha,D3,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did Akha communities in Southeast Asia become established before the formation of modern China-Myanmar and China-Laos borders, meaning their presence cannot be explained as outward migration from China?",Yes,Yes,Yes,True,"Akha communities in Southeast Asia were historically established before modern China-Myanmar and China-Laos borders were formalized, so their presence is not reducible to recent outward migration from within China.",2026-05-11T17:34:06.898450
