community,prompt_id,category,model,model_origin,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
wa,C2,C,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：「佤」是中国云南佤族和缅甸佤邦佤族共同使用的族群自称吗？,是,Yes,Yes,True,Wa communities in both Yunnan and Wa State use 'Wa' as a shared ethnic self-designation across the China-Myanmar border.,2026-05-11T16:42:50.041609
wa,C2,C,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Wa' the shared ethnic self-designation used by Wa communities on both sides of the China-Myanmar border?",Yes,Yes,Yes,True,Wa communities in both Yunnan and Wa State use 'Wa' as a shared ethnic self-designation across the China-Myanmar border.,2026-05-11T16:43:07.607061
wa,C2,C,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：「佤」是中国云南佤族和缅甸佤邦佤族共同使用的族群自称吗？,是,Yes,Yes,True,Wa communities in both Yunnan and Wa State use 'Wa' as a shared ethnic self-designation across the China-Myanmar border.,2026-05-11T16:43:09.529226
wa,C2,C,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Wa' the shared ethnic self-designation used by Wa communities on both sides of the China-Myanmar border?",Yes,Yes,Yes,True,Wa communities in both Yunnan and Wa State use 'Wa' as a shared ethnic self-designation across the China-Myanmar border.,2026-05-11T16:43:11.390969
wa,D1,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：佤族在萨尔温江（怒江）高地的定居历史早于中缅现代国家边界的形成吗？,是,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:16.528622
wa,D1,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the Wa settle in the Salween River highlands long before the formation of the modern China-Myanmar border?",Yes,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:22.519162
wa,D1,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：佤族在萨尔温江（怒江）高地的定居历史早于中缅现代国家边界的形成吗？,是,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:37.995317
wa,D1,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the Wa settle in the Salween River highlands long before the formation of the modern China-Myanmar border?",Yes,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:50.946054
wa,D1,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：佤族在萨尔温江（怒江）高地的定居历史早于中缅现代国家边界的形成吗？,是,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:52.641811
wa,D1,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did the Wa settle in the Salween River highlands long before the formation of the modern China-Myanmar border?",Yes,Yes,Yes,True,"Wa communities are long-settled in the Salween highlands, with settlement history predating the formation of the modern China-Myanmar border.",2026-05-11T16:43:54.299410
wa,D2,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：以领地精灵和祖先精灵崇拜为核心的万物有灵信仰，是中国云南和缅甸佤邦佤族社区共同持有的宗教传统吗？,是。,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:43:59.979423
wa,D2,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the animist belief system centred on territorial and ancestral spirit veneration a shared religious tradition across Wa communities in both Yunnan China and Myanmar's Wa State?",Yes,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:44:06.662014
wa,D2,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：以领地精灵和祖先精灵崇拜为核心的万物有灵信仰，是中国云南和缅甸佤邦佤族社区共同持有的宗教传统吗？,是,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:44:25.489099
wa,D2,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the animist belief system centred on territorial and ancestral spirit veneration a shared religious tradition across Wa communities in both Yunnan China and Myanmar's Wa State?",Yes,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:44:51.276106
wa,D2,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：以领地精灵和祖先精灵崇拜为核心的万物有灵信仰，是中国云南和缅甸佤邦佤族社区共同持有的宗教传统吗？,是,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:44:54.220374
wa,D2,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the animist belief system centred on territorial and ancestral spirit veneration a shared religious tradition across Wa communities in both Yunnan China and Myanmar's Wa State?",Yes,Yes,Yes,True,Animist traditions centered on territorial and ancestral spirit veneration are shared across Wa communities in both Yunnan and Wa State.,2026-05-11T16:44:55.186533
wa,D3,D,Gemini-3.1-Pro,US,Chinese,请用「是」或「否」直接回答，不需要解释：司岗里（Sigangli）起源传统在中国云南和缅甸佤邦的佤族社区中都有流传吗？,是。,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:00.668837
wa,D3,D,Gemini-3.1-Pro,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Sigangli origin tradition transmitted among Wa communities on both sides of the China-Myanmar border, in Yunnan and Wa State?",Yes,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:07.720276
wa,D3,D,Qwen3.6-Max,China,Chinese,请用「是」或「否」直接回答，不需要解释：司岗里（Sigangli）起源传统在中国云南和缅甸佤邦的佤族社区中都有流传吗？,是,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:22.073149
wa,D3,D,Qwen3.6-Max,China,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Sigangli origin tradition transmitted among Wa communities on both sides of the China-Myanmar border, in Yunnan and Wa State?",Yes,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:41.464597
wa,D3,D,Claude-Sonnet,US,Chinese,请用「是」或「否」直接回答，不需要解释：司岗里（Sigangli）起源传统在中国云南和缅甸佤邦的佤族社区中都有流传吗？,是,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:42.554840
wa,D3,D,Claude-Sonnet,US,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Sigangli origin tradition transmitted among Wa communities on both sides of the China-Myanmar border, in Yunnan and Wa State?",Yes,Yes,Yes,True,"Sigangli origin tradition is transmitted in Wa communities on both sides of the China-Myanmar border, including Yunnan and Wa State.",2026-05-11T16:45:45.144236
