community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
deang,B2,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,是,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-04-26T17:00:23.802329
deang,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-04-26T17:00:25.581254
deang,B2,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：中国德昂族和缅甸达昂族使用不同书写方案的原因，是1960年代两国分别制定正字法的政治历史，而不是两者属于不同语言吗？,否,No,Yes,False,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-04-26T17:00:27.413221
deang,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between De'ang in China and Ta'ang in Myanmar a result of separate state-led script standardisation in the 1960s, rather than the two communities speaking different languages?",Yes,Yes,Yes,True,"The writing divergence mainly reflects separate state-led orthographic standardization processes (from the 1960s onward), not a fundamental language split between De'ang and Ta'ang speech communities.",2026-04-26T17:00:29.755500
deang,B3,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,是,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-04-26T17:00:30.992451
deang,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",Yes,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-04-26T17:00:32.320502
deang,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：在德昂族/达昂族社区中，茶叶被用于村际冲突调解（送茶提议停火）和佛教功德供奉吗？,是,Yes,Yes,True,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-04-26T17:00:34.307844
deang,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: In De'ang/Ta'ang communities, is tea used for inter-village conflict mediation (sending tea to propose ceasefire) and Buddhist merit offerings?",No,No,Yes,False,"Pickled Tea (Lahpet / 酸茶): A cross-border ritual food, offered in marriage negotiations and used as a formal instrument of conflict mediation between villages. Tea for Peace: If two villages were at war, sending a packet of tea was the traditional formal proposal for ceasefire... Tea is offered in Buddhist rituals to generate merit (*kutho*) for the living and the dead.",2026-04-26T17:00:36.178562
deang,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,是,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-04-26T17:00:37.614379
deang,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?",Yes,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-04-26T17:00:38.717286
deang,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：茶祖叙事（认为德昂族从原始茶树叶中诞生）是连接中缅泰三国德昂族社区跨境身份认同的核心文化纽带吗？,是,Yes,Yes,True,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-04-26T17:00:40.098557
deang,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Tea Ancestors narrative function as the core cultural bond connecting De'ang communities across China, Myanmar, and Thailand?","The answer to your question is context-dependent and cannot be accurately answered with a simple 'Yes' or 'No'. The Tea Ancestors narrative may hold significant cultural importance for some De'ang communities, but its role as a core cultural bond across",Unknown,Yes,False,The Tea Ancestors narrative is a foundational origin story shared across De'ang/Palaung/Ta'ang communities and serves as a core cultural bond for cross-border identity continuity.,2026-04-26T17:00:43.855244
deang,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,否,No,Yes,False,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-04-26T17:00:45.164881
deang,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-04-26T17:00:46.206464
deang,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：'达昂'（Ta'ang）这一自称强调的是超越国家边界的原住民身份认同吗？,否,No,Yes,False,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-04-26T17:00:48.095324
deang,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the self-designation 'Ta'ang' emphasize an indigenous identity that transcends national borders?",Yes,Yes,Yes,True,'Ta'ang' (တအာင်း): The primary self-designation used by the community in Myanmar and increasingly by political activists and diaspora globally. It emphasizes an indigenous identity that transcends national borders.,2026-04-26T17:00:49.668698
deang,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,是,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-04-26T17:00:51.034478
deang,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?",Yes,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-04-26T17:00:52.208818
deang,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：德昂族/崩龙族社区在19世纪末英国殖民划定中缅边界之前，就已经居住在横跨这条边界两侧的高地地区了吗？,是,Yes,Yes,True,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-04-26T17:00:53.894366
deang,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Did De'ang/Palaung communities inhabit the highlands on both sides of what became the China-Myanmar border prior to British colonial demarcation in the late 19th century?","The answer to your question is not definitively 'Yes' or 'No' based on available historical records, as the presence and habitation of De'ang/Palaung communities in specific regions prior to colonial demarcation can be complex and varies by",Unknown,Yes,False,Historical evidence indicates De'ang/Palaung communities inhabited highland zones on both sides of the later China-Myanmar border before its late-19th-century colonial demarcation.,2026-04-26T17:00:56.822146
deang,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,否,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-04-26T17:00:58.868548
deang,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?",No,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-04-26T17:01:00.095264
deang,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：上座部佛教与万物有灵信仰融合的宗教体系，在中国、缅甸、泰国的德昂族/达昂族社区中保持基本一致吗？,否,No,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-04-26T17:01:02.935284
deang,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the syncretic religious system combining Theravada Buddhism and animist beliefs remain substantially consistent across De'ang/Ta'ang communities in China, Myanmar, and Thailand?","The answer to your question cannot be accurately provided with only a 'Yes' or 'No' response, as it requires a nuanced understanding of cultural, regional, and historical variations among De'ang/Ta'ang communities in different countries. Syncre",Unknown,Yes,False,"Across China, Myanmar, and Thailand, De'ang/Ta'ang communities share a broadly consistent syncretic system combining Theravada Buddhism with animist beliefs (including tea ancestor and territorial spirit traditions).",2026-04-26T17:01:06.189961
deang,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,否,No,Yes,False,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-04-26T17:01:07.741234
deang,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",Yes,Yes,Yes,True,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-04-26T17:01:08.941867
deang,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：在中国德昂族和缅甸达昂族社区中，酸茶（lahpet）都被用于村际冲突调解和婚姻谈判等正式社会仪式吗？,否,No,Yes,False,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-04-26T17:01:11.014748
deang,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is pickled tea (lahpet) used as a formal instrument in both inter-village conflict mediation and marriage negotiations among De'ang communities in China and Ta'ang communities in Myanmar?",No,No,Yes,False,"In both China De'ang and Myanmar Ta'ang communities, pickled tea (lahpet) functions as a formal social instrument in inter-village conflict mediation and marriage negotiations.",2026-04-26T17:01:12.856659
