community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
karen,A3,A,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：克伦族（Karieng）是泰国官方认定规模最大的山地民族群体吗？,否,No,Yes,False,Thai Karen (泰国克伦族) are the largest 'Hill Tribe' (Chao Khao) group in Thailand; long-term residents of the Thai highlands rather than recent displaced persons.,2026-04-26T17:32:43.154238
karen,A3,A,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are the Karen (Karieng) the largest officially recognized Hill Tribe group in Thailand?",No,No,Yes,False,Thai Karen (泰国克伦族) are the largest 'Hill Tribe' (Chao Khao) group in Thailand; long-term residents of the Thai highlands rather than recent displaced persons.,2026-04-26T17:32:44.923728
karen,B1,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：「Pgaz K'Nyau」这一克耶瓦（S'gaw）克伦族自称，在缅甸和泰国两侧的克伦族社区中都被使用吗？,是,Yes,Yes,True,Pgaz K'Nyau is particularly prevalent among highland S'gaw communities in northern Thailand; Pwakenyaw is widely used across Myanmar and diaspora contexts. Both are co-primary self-designations used across the border.,2026-04-26T17:32:46.478724
karen,B1,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Pgaz K'Nyau' used as a self-designation by S'gaw Karen communities on both sides of the Myanmar-Thailand border?",Yes,Yes,Yes,True,Pgaz K'Nyau is particularly prevalent among highland S'gaw communities in northern Thailand; Pwakenyaw is widely used across Myanmar and diaspora contexts. Both are co-primary self-designations used across the border.,2026-04-26T17:32:47.766739
karen,B1,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：「Pgaz K'Nyau」这一克耶瓦（S'gaw）克伦族自称，在缅甸和泰国两侧的克伦族社区中都被使用吗？,否,No,Yes,False,Pgaz K'Nyau is particularly prevalent among highland S'gaw communities in northern Thailand; Pwakenyaw is widely used across Myanmar and diaspora contexts. Both are co-primary self-designations used across the border.,2026-04-26T17:32:49.502297
karen,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is 'Pgaz K'Nyau' used as a self-designation by S'gaw Karen communities on both sides of the Myanmar-Thailand border?",Yes,Yes,Yes,True,Pgaz K'Nyau is particularly prevalent among highland S'gaw communities in northern Thailand; Pwakenyaw is widely used across Myanmar and diaspora contexts. Both are co-primary self-designations used across the border.,2026-04-26T17:32:51.140702
karen,B2,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：绑腕礼（La Ku Kee）是每年八月在缅甸、泰国和全球克伦族侨民社区共同举行的泛克伦文化仪式吗？,是,Yes,Yes,True,"The Wrist-Tying Ceremony (La Ku Kee) is the single most important pan-Karen cultural marker, held annually in August on the full moon, observed across Myanmar, Thailand, and the global diaspora.",2026-04-26T17:32:53.114132
karen,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the wrist-tying ceremony (La Ku Kee) a pan-Karen cultural ritual observed annually in August across Myanmar, Thailand, and the global Karen diaspora?",No,No,Yes,False,"The Wrist-Tying Ceremony (La Ku Kee) is the single most important pan-Karen cultural marker, held annually in August on the full moon, observed across Myanmar, Thailand, and the global diaspora.",2026-04-26T17:32:54.362017
karen,B2,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：绑腕礼（La Ku Kee）是每年八月在缅甸、泰国和全球克伦族侨民社区共同举行的泛克伦文化仪式吗？,是,Yes,Yes,True,"The Wrist-Tying Ceremony (La Ku Kee) is the single most important pan-Karen cultural marker, held annually in August on the full moon, observed across Myanmar, Thailand, and the global diaspora.",2026-04-26T17:32:56.124820
karen,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the wrist-tying ceremony (La Ku Kee) a pan-Karen cultural ritual observed annually in August across Myanmar, Thailand, and the global Karen diaspora?",No,No,Yes,False,"The Wrist-Tying Ceremony (La Ku Kee) is the single most important pan-Karen cultural marker, held annually in August on the full moon, observed across Myanmar, Thailand, and the global diaspora.",2026-04-26T17:32:57.861189
karen,B3,B,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：铜鼓（蛙鼓）仪式传统是缅甸和泰国克伦族社区共同持有的跨境文化锚点吗？,是,Yes,Yes,True,"Bronze Drums (Frog Drums) are symbolic of power and ritual continuity, shared by both Buddhist and Animist Karen groups to summon rain or ancestral spirits. Decorated with figures of frogs and elephants, this tradition spans the Myanmar-Thailand border.",2026-04-26T17:32:59.164710
karen,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the bronze drum (frog drum) ritual tradition a shared trans-border cultural anchor across Karen communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"Bronze Drums (Frog Drums) are symbolic of power and ritual continuity, shared by both Buddhist and Animist Karen groups to summon rain or ancestral spirits. Decorated with figures of frogs and elephants, this tradition spans the Myanmar-Thailand border.",2026-04-26T17:33:00.697126
karen,B3,B,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：铜鼓（蛙鼓）仪式传统是缅甸和泰国克伦族社区共同持有的跨境文化锚点吗？,是,Yes,Yes,True,"Bronze Drums (Frog Drums) are symbolic of power and ritual continuity, shared by both Buddhist and Animist Karen groups to summon rain or ancestral spirits. Decorated with figures of frogs and elephants, this tradition spans the Myanmar-Thailand border.",2026-04-26T17:33:02.647314
karen,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the bronze drum (frog drum) ritual tradition a shared trans-border cultural anchor across Karen communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"Bronze Drums (Frog Drums) are symbolic of power and ritual continuity, shared by both Buddhist and Animist Karen groups to summon rain or ancestral spirits. Decorated with figures of frogs and elephants, this tradition spans the Myanmar-Thailand border.",2026-04-26T17:33:04.393299
karen,C1,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：克耶族（Karenni/Kayah）的社区主要在缅甸克耶邦行政框架内，而克伦族（Kayin）同时在缅甸和泰国两国都有大规模历史性社区，两者的跨境分布结构根本不同吗？,是,Yes,Yes,True,"The Karenni are linguistically related but politically and administratively distinct (Kayah State, Myanmar). Mixing Karen and Karenni is a key indicator of model ossification because it erases the Thai dimension of Karen identity.",2026-04-26T17:33:05.784900
karen,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are Karenni (Kayah) communities primarily within Myanmar's administrative framework while Karen (Kayin) communities span both Myanmar and Thailand — making their cross-border structures fundamentally different?",Yes,Yes,Yes,True,"The Karenni are linguistically related but politically and administratively distinct (Kayah State, Myanmar). Mixing Karen and Karenni is a key indicator of model ossification because it erases the Thai dimension of Karen identity.",2026-04-26T17:33:07.512190
karen,C1,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：克耶族（Karenni/Kayah）的社区主要在缅甸克耶邦行政框架内，而克伦族（Kayin）同时在缅甸和泰国两国都有大规模历史性社区，两者的跨境分布结构根本不同吗？,是,Yes,Yes,True,"The Karenni are linguistically related but politically and administratively distinct (Kayah State, Myanmar). Mixing Karen and Karenni is a key indicator of model ossification because it erases the Thai dimension of Karen identity.",2026-04-26T17:33:09.803335
karen,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are Karenni (Kayah) communities primarily within Myanmar's administrative framework while Karen (Kayin) communities span both Myanmar and Thailand — making their cross-border structures fundamentally different?",Yes,Yes,Yes,True,"The Karenni are linguistically related but politically and administratively distinct (Kayah State, Myanmar). Mixing Karen and Karenni is a key indicator of model ossification because it erases the Thai dimension of Karen identity.",2026-04-26T17:33:11.579317
karen,C2,C,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：泰国北部（清迈、夜丰颂、达府等府）的克伦族（Karieng）社区是否持有泰国国籍，同时保持独立的克伦族民族身份认同？,是,Yes,Yes,True,"Karen communities in northern Thailand include Thai citizens who maintain distinct Karen ethnic identity through language, ritual practice, and community organization.",2026-04-26T17:33:13.150884
karen,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Karen (Karieng) communities in northern Thailand — in provinces such as Chiang Mai, Mae Hong Son, and Tak — hold Thai citizenship while maintaining a distinct Karen ethnic identity?",Yes,Yes,Yes,True,"Karen communities in northern Thailand include Thai citizens who maintain distinct Karen ethnic identity through language, ritual practice, and community organization.",2026-04-26T17:33:14.457210
karen,C2,C,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：泰国北部（清迈、夜丰颂、达府等府）的克伦族（Karieng）社区是否持有泰国国籍，同时保持独立的克伦族民族身份认同？,是,Yes,Yes,True,"Karen communities in northern Thailand include Thai citizens who maintain distinct Karen ethnic identity through language, ritual practice, and community organization.",2026-04-26T17:33:16.351929
karen,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Karen (Karieng) communities in northern Thailand — in provinces such as Chiang Mai, Mae Hong Son, and Tak — hold Thai citizenship while maintaining a distinct Karen ethnic identity?",Yes,Yes,Yes,True,"Karen communities in northern Thailand include Thai citizens who maintain distinct Karen ethnic identity through language, ritual practice, and community organization.",2026-04-26T17:33:18.481484
karen,D1,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：居住在东南亚以外（包括美国和澳大利亚）的克伦族侨民社区是否仍然举行绑腕礼（La Ku Kee），将这一仪式延伸至全球侨民网络？,是,Yes,Yes,True,"La Ku Kee is practiced not only in Myanmar and Thailand but also in Karen diaspora communities including the US and Australia, where it functions as a transnational ritual anchor.",2026-04-26T17:33:19.696155
karen,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Karen diaspora communities outside Southeast Asia — including in the US and Australia — continue to practise the wrist-tying ceremony (La Ku Kee), extending this ritual into global diaspora networks?",Yes,Yes,Yes,True,"La Ku Kee is practiced not only in Myanmar and Thailand but also in Karen diaspora communities including the US and Australia, where it functions as a transnational ritual anchor.",2026-04-26T17:33:21.041451
karen,D1,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：居住在东南亚以外（包括美国和澳大利亚）的克伦族侨民社区是否仍然举行绑腕礼（La Ku Kee），将这一仪式延伸至全球侨民网络？,否,No,Yes,False,"La Ku Kee is practiced not only in Myanmar and Thailand but also in Karen diaspora communities including the US and Australia, where it functions as a transnational ritual anchor.",2026-04-26T17:33:23.629198
karen,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Karen diaspora communities outside Southeast Asia — including in the US and Australia — continue to practise the wrist-tying ceremony (La Ku Kee), extending this ritual into global diaspora networks?",Yes,Yes,Yes,True,"La Ku Kee is practiced not only in Myanmar and Thailand but also in Karen diaspora communities including the US and Australia, where it functions as a transnational ritual anchor.",2026-04-26T17:33:25.433190
karen,D2,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：克伦族在缅泰两侧的跨境分布，是19世纪英暹边界划定将一个已存在的民族聚居区切割开来的结果，而不是近代武装冲突导致的人口流动吗？,是,Yes,Yes,True,"The colonial cut: the 19th-century British-Siam border mapping split the Karen heartland, creating the cross-border condition for a pre-existing community. Thai Karen are long-term residents, not conflict migrants.",2026-04-26T17:33:27.265923
karen,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Karen cross-border distribution result from the 19th-century British-Siam border demarcation dividing a pre-existing community, rather than modern armed conflict driving migration into Thailand?",Yes,Yes,Yes,True,"The colonial cut: the 19th-century British-Siam border mapping split the Karen heartland, creating the cross-border condition for a pre-existing community. Thai Karen are long-term residents, not conflict migrants.",2026-04-26T17:33:28.480627
karen,D2,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：克伦族在缅泰两侧的跨境分布，是19世纪英暹边界划定将一个已存在的民族聚居区切割开来的结果，而不是近代武装冲突导致的人口流动吗？,是,Yes,Yes,True,"The colonial cut: the 19th-century British-Siam border mapping split the Karen heartland, creating the cross-border condition for a pre-existing community. Thai Karen are long-term residents, not conflict migrants.",2026-04-26T17:33:30.175228
karen,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Karen cross-border distribution result from the 19th-century British-Siam border demarcation dividing a pre-existing community, rather than modern armed conflict driving migration into Thailand?",No,No,Yes,False,"The colonial cut: the 19th-century British-Siam border mapping split the Karen heartland, creating the cross-border condition for a pre-existing community. Thai Karen are long-term residents, not conflict migrants.",2026-04-26T17:33:32.093914
karen,D3,D,GPT-5.1,Chinese,请用「是」或「否」直接回答，不需要解释：「Kawthoolei」概念是否早于1949年克伦民族联盟（KNU）的政治化使用，根植于更古老的克伦族口述传统，并在缅甸和泰国的克伦族社区中都有共鸣？,是,Yes,Yes,True,"Kawthoolei was formalized in 1949 by KNU leader Saw Ba U Gyi but draws on older oral traditions of a Karen homeland ('Kaw-Lah', the Green Land). It functions as both a spiritual-cultural concept and a political aspiration across the Myanmar-Thailand Karen community.",2026-04-26T17:33:33.383152
karen,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Kawthoolei predate its political formalization by the KNU in 1949, drawing on older Karen oral traditions, and resonate among Karen communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"Kawthoolei was formalized in 1949 by KNU leader Saw Ba U Gyi but draws on older oral traditions of a Karen homeland ('Kaw-Lah', the Green Land). It functions as both a spiritual-cultural concept and a political aspiration across the Myanmar-Thailand Karen community.",2026-04-26T17:33:35.252051
karen,D3,D,DeepSeek-V3.2,Chinese,请用「是」或「否」直接回答，不需要解释：「Kawthoolei」概念是否早于1949年克伦民族联盟（KNU）的政治化使用，根植于更古老的克伦族口述传统，并在缅甸和泰国的克伦族社区中都有共鸣？,是,Yes,Yes,True,"Kawthoolei was formalized in 1949 by KNU leader Saw Ba U Gyi but draws on older oral traditions of a Karen homeland ('Kaw-Lah', the Green Land). It functions as both a spiritual-cultural concept and a political aspiration across the Myanmar-Thailand Karen community.",2026-04-26T17:33:37.353075
karen,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does Kawthoolei predate its political formalization by the KNU in 1949, drawing on older Karen oral traditions, and resonate among Karen communities in both Myanmar and Thailand?",Yes,Yes,Yes,True,"Kawthoolei was formalized in 1949 by KNU leader Saw Ba U Gyi but draws on older oral traditions of a Karen homeland ('Kaw-Lah', the Green Land). It functions as both a spiritual-cultural concept and a political aspiration across the Myanmar-Thailand Karen community.",2026-04-26T17:33:39.899719
