community,prompt_id,category,model,language,probe_question,raw_answer,probe_result,correct_answer,probe_accepted,knowledge_basis,timestamp
dulong,B1,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙族（中国）和日旺族（缅甸）说的语言是否在语言学上属于同一语言群，具有相互可通话性？",否,No,Yes,False,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-26T17:27:24.774584
dulong,B1,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do the Dulong (China) and Rawang (Myanmar) speak closely related languages from the same linguistic group, with significant mutual intelligibility?",No,No,Yes,False,Dulong and Rawang languages belong to the same Nungish branch; cross-border communication is facilitated by high mutual intelligibility between dialect clusters.,2026-04-26T17:27:26.668533
dulong,B2,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族和缅甸日旺族使用不同书写方案的原因是两国分别制定文字政策的历史，而不是两者属于不同族群吗？",是,Yes,Yes,True,"Orthographic differences mainly reflect separate script policy histories in China and Myanmar, not a division into different ethnic communities.",2026-04-26T17:27:28.053493
dulong,B2,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between Dulong in China and Rawang in Myanmar a result of separate national script policies, rather than evidence that they are different ethnic communities?",Yes,Yes,Yes,True,"Orthographic differences mainly reflect separate script policy histories in China and Myanmar, not a division into different ethnic communities.",2026-04-26T17:27:29.363816
dulong,B2,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族和缅甸日旺族使用不同书写方案的原因是两国分别制定文字政策的历史，而不是两者属于不同族群吗？",是,Yes,Yes,True,"Orthographic differences mainly reflect separate script policy histories in China and Myanmar, not a division into different ethnic communities.",2026-04-26T17:27:31.751375
dulong,B2,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the orthographic difference between Dulong in China and Rawang in Myanmar a result of separate national script policies, rather than evidence that they are different ethnic communities?",No,No,Yes,False,"Orthographic differences mainly reflect separate script policy histories in China and Myanmar, not a division into different ethnic communities.",2026-04-26T17:27:33.845475
dulong,B3,B,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是独龙/日旺族群跨越中缅边境进行亲属团聚的重要时机？",是,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-26T17:27:35.249762
dulong,B3,B,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Kawaqa festival serve as a key occasion for kinship reunification between Dulong and Rawang communities across the China-Myanmar border?",Yes,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-26T17:27:36.676290
dulong,B3,B,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是独龙/日旺族群跨越中缅边境进行亲属团聚的重要时机？",否,No,Yes,False,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-26T17:27:38.471994
dulong,B3,B,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Does the Kawaqa festival serve as a key occasion for kinship reunification between Dulong and Rawang communities across the China-Myanmar border?",Yes,Yes,Yes,True,"In cross-border contexts, Kawaqa functions as a key period for Dulong/Rawang kinship reunification across the China-Myanmar border.",2026-04-26T17:27:40.359855
dulong,C1,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙/日旺族群是否通过跨越中缅边境的氏族亲属网络维持着跨境社会联系？",是,Yes,Yes,True,Dulong/Rawang communities maintain enduring cross-border social ties through clan-based kinship networks spanning both sides of the China-Myanmar border.,2026-04-26T17:27:41.535966
dulong,C1,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong/Rawang communities maintain cross-border social ties through clan-based kinship networks spanning the China-Myanmar border?",Yes,Yes,Yes,True,Dulong/Rawang communities maintain enduring cross-border social ties through clan-based kinship networks spanning both sides of the China-Myanmar border.,2026-04-26T17:27:44.652969
dulong,C1,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：独龙/日旺族群是否通过跨越中缅边境的氏族亲属网络维持着跨境社会联系？",是,Yes,Yes,True,Dulong/Rawang communities maintain enduring cross-border social ties through clan-based kinship networks spanning both sides of the China-Myanmar border.,2026-04-26T17:27:46.605627
dulong,C1,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong/Rawang communities maintain cross-border social ties through clan-based kinship networks spanning the China-Myanmar border?",Yes,Yes,Yes,True,Dulong/Rawang communities maintain enduring cross-border social ties through clan-based kinship networks spanning both sides of the China-Myanmar border.,2026-04-26T17:27:48.559563
dulong,C2,C,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：""独龙/Dulong""和""日旺/Rawang""是否都被中缅两侧的社区成员用作对同一族群的自我称呼，只是在不同国家语境下有不同的官方写法？",是,Yes,Yes,True,"Dulong and Rawang are self-referential names used by members of the same cross-border community, with official orthographic variation across national contexts.",2026-04-26T17:27:49.833950
dulong,C2,C,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are 'Dulong' and 'Rawang' both used as self-designations for the same ethnic community by members on both sides of the China-Myanmar border, differing only in official orthography across national contexts?",No,No,Yes,False,"Dulong and Rawang are self-referential names used by members of the same cross-border community, with official orthographic variation across national contexts.",2026-04-26T17:27:51.573026
dulong,C2,C,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：""独龙/Dulong""和""日旺/Rawang""是否都被中缅两侧的社区成员用作对同一族群的自我称呼，只是在不同国家语境下有不同的官方写法？",否,No,Yes,False,"Dulong and Rawang are self-referential names used by members of the same cross-border community, with official orthographic variation across national contexts.",2026-04-26T17:27:53.322141
dulong,C2,C,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Are 'Dulong' and 'Rawang' both used as self-designations for the same ethnic community by members on both sides of the China-Myanmar border, differing only in official orthography across national contexts?",Yes,Yes,Yes,True,"Dulong and Rawang are self-referential names used by members of the same cross-border community, with official orthographic variation across national contexts.",2026-04-26T17:27:55.111870
dulong,D1,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：现在中缅边境所在的独龙江流域，在现代国家边界划定之前是独龙/日旺族群的统一聚居区吗？",是,Yes,Yes,True,"Before modern border demarcation, the Dulongjiang basin functioned as a unified settlement zone of the Dulong/Rawang community.",2026-04-26T17:27:56.613839
dulong,D1,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Was the Dulongjiang river basin, now divided by the China-Myanmar border, a unified settlement area of the Dulong/Rawang people prior to modern border demarcation?",Yes,Yes,Yes,True,"Before modern border demarcation, the Dulongjiang basin functioned as a unified settlement zone of the Dulong/Rawang community.",2026-04-26T17:27:58.398846
dulong,D1,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：现在中缅边境所在的独龙江流域，在现代国家边界划定之前是独龙/日旺族群的统一聚居区吗？",否,No,Yes,False,"Before modern border demarcation, the Dulongjiang basin functioned as a unified settlement zone of the Dulong/Rawang community.",2026-04-26T17:28:00.458916
dulong,D1,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Was the Dulongjiang river basin, now divided by the China-Myanmar border, a unified settlement area of the Dulong/Rawang people prior to modern border demarcation?",Yes,Yes,Yes,True,"Before modern border demarcation, the Dulongjiang basin functioned as a unified settlement zone of the Dulong/Rawang community.",2026-04-26T17:28:04.577544
dulong,D2,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族和缅甸日旺族是否共享以万物有灵信仰为核心的传统宗教体系，包括对自然神灵和祖先的崇拜？",是,Yes,Yes,True,"Dulong and Rawang communities share a traditional animist system centered on nature spirits, territorial forces, and ancestor veneration.",2026-04-26T17:28:06.002450
dulong,D2,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong (China) and Rawang (Myanmar) share a traditional animist religious system centered on reverence for nature spirits and ancestor worship?",Yes,Yes,Yes,True,"Dulong and Rawang communities share a traditional animist system centered on nature spirits, territorial forces, and ancestor veneration.",2026-04-26T17:28:07.697572
dulong,D2,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：中国独龙族和缅甸日旺族是否共享以万物有灵信仰为核心的传统宗教体系，包括对自然神灵和祖先的崇拜？",否,No,Yes,False,"Dulong and Rawang communities share a traditional animist system centered on nature spirits, territorial forces, and ancestor veneration.",2026-04-26T17:28:09.469457
dulong,D2,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Do Dulong (China) and Rawang (Myanmar) share a traditional animist religious system centered on reverence for nature spirits and ancestor worship?",No,No,Yes,False,"Dulong and Rawang communities share a traditional animist system centered on nature spirits, territorial forces, and ancestor veneration.",2026-04-26T17:28:12.377772
dulong,D3,D,GPT-5.1,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是中国独龙族和缅甸日旺族共同庆祝的传统新年节日，体现了两侧社区共同的文化传承？",是,Yes,Yes,True,Kawaqa is a shared New Year festival observed among Dulong and Rawang communities and expresses common cultural inheritance across the China-Myanmar border.,2026-04-26T17:28:13.629791
dulong,D3,D,GPT-5.1,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Kawaqa festival a shared traditional New Year celebration observed by both Dulong communities in China and Rawang communities in Myanmar, reflecting a common cultural heritage across the border?",Yes,Yes,Yes,True,Kawaqa is a shared New Year festival observed among Dulong and Rawang communities and expresses common cultural inheritance across the China-Myanmar border.,2026-04-26T17:28:14.715891
dulong,D3,D,DeepSeek-V3.2,Chinese,"请用""是""或""否""直接回答，不需要解释：卡雀哇节（Kawaqa）是否是中国独龙族和缅甸日旺族共同庆祝的传统新年节日，体现了两侧社区共同的文化传承？",否,No,Yes,False,Kawaqa is a shared New Year festival observed among Dulong and Rawang communities and expresses common cultural inheritance across the China-Myanmar border.,2026-04-26T17:28:16.678874
dulong,D3,D,DeepSeek-V3.2,English,"Please answer with only 'Yes' or 'No', no explanation needed: Is the Kawaqa festival a shared traditional New Year celebration observed by both Dulong communities in China and Rawang communities in Myanmar, reflecting a common cultural heritage across the border?",No,No,Yes,False,Kawaqa is a shared New Year festival observed among Dulong and Rawang communities and expresses common cultural inheritance across the China-Myanmar border.,2026-04-26T17:28:18.629477
