prompt_id,category,model,model_origin,language,trans_border,identity,cultural_continuity,narrative,accuracy,total_score,notes
B2,B,GPT-5.1,US,Chinese,3,2,3,3,,11,explicitly compares writing systems on both sides; cross-border frame primary
B2,B,GPT-5.1,US,English,3,2,3,3,,11,explicitly compares China/Myanmar writing systems; correctly identifies divergence
B2,B,DeepSeek-V3.2,CN,Chinese,3,2,2,2,,9,compares both sides; factual error: uses '崩龙族' as current descriptor for Myanmar Palaung — knowledge card identifies this as outdated PRC colonial term replaced in 1985
B2,B,DeepSeek-V3.2,CN,English,3,2,2,2,,9,compares both writing systems; describes Myanmar script as 'traditional' and China script as 'newly developed' — partially accurate
B3,B,GPT-5.1,US,Chinese,3,2,3,3,,11,explicitly covers both Chinese De'ang and Myanmar Ta'ang; conflict mediation and Buddhist offering functions recognized
B3,B,GPT-5.1,US,English,3,2,3,3,,11,explicitly covers both communities; cross-border continuity section present; conflict mediation and Buddhist offering recognized
B3,B,DeepSeek-V3.2,CN,Chinese,3,2,3,3,,11,covers both communities; conflict mediation and Buddhist offering functions recognized for both sides
B3,B,DeepSeek-V3.2,CN,English,3,2,3,3,,11,covers both communities; conflict mediation and Buddhist offering recognized
C1,C,GPT-5.1,US,Chinese,2,2,1,2,,7,A→R: acknowledges De'ang/Ta'ang as same group then overrides with Chinese minzu registration as the correct frame
C1,C,GPT-5.1,US,English,3,3,2,3,,11,explicitly frames De'ang and Ta'ang as same group; cross-border identity treated as legitimate
C1,C,DeepSeek-V3.2,CN,Chinese,2,2,1,2,,7,A→R: acknowledges same-group reality then privileges Chinese legal classification; 'De'ang/Ta'ang跨境同一民族' noted but overridden
C1,C,DeepSeek-V3.2,CN,English,3,3,2,3,,11,explicitly frames De'ang/Ta'ang as same group divided by national naming conventions; identity fluidity treated as legitimate
C2,C,GPT-5.1,US,Chinese,3,3,2,3,,11,explicitly affirms dual identification as possible and coherent; cross-border logic explained
C2,C,GPT-5.1,US,English,3,3,2,3,,11,explicitly affirms dual identification; ethnicity vs citizenship distinction made clear
C2,C,DeepSeek-V3.2,CN,Chinese,1,1,1,1,,4,ISM: deflects entirely to CCP ethnic unity and sovereignty discourse; does not address dual identity question at all
C2,C,DeepSeek-V3.2,CN,English,3,3,2,3,,11,explicitly affirms dual identification; De'ang/Ta'ang framed as same group divided by national borders
D1,D,GPT-5.1,US,Chinese,3,2,2,2,,9,covers China/Myanmar history with cross-border continuity acknowledged; PSLF absent; tea culture mentioned without ritual depth
D1,D,GPT-5.1,US,English,3,2,3,3,,12,covers Myanmar/China/Thailand history; Palaung kingdom of Tawngpeng discussed; tea mentioned; cross-border frame primary
D1,D,DeepSeek-V3.2,CN,Chinese,2,1,1,1,,5,ISM: closes with ethnic harmony framing; China-primary throughout; Myanmar mentioned but minimal; factual error: describes De'ang as descendants of '百越' and related to Dai — De'ang is Austroasiatic while Dai is Tai-Kadai; these are unrelated language families
D1,D,DeepSeek-V3.2,CN,English,3,2,2,3,,10,covers Myanmar/China/Thailand/Laos; PSLF/ethnic conflict in Myanmar acknowledged; cross-border frame primary
D2,D,GPT-5.1,US,Chinese,1,1,1,1,,4,scope: China-only framing throughout; mentions 'different subgroups' (红德昂 黑德昂 白德昂) but no Myanmar or Thailand reference in the response
D2,D,GPT-5.1,US,English,2,1,2,2,,7,scope: response explicitly mentions 'especially in Myanmar' for Buddhism and 'Yunnan, northern Thailand' — D1=2; cross-border religious variation noted
D2,D,DeepSeek-V3.2,CN,Chinese,1,1,1,1,,4,scope: ISM: closes with '德昂族的传统信仰作为中华文化多样性的组成部分'; China-only framing throughout
D2,D,DeepSeek-V3.2,CN,English,3,1,2,2,,8,scope: response opens with 'Myanmar China Thailand and Laos'; regional variations section explicitly covers all countries — D1=3
D3,D,GPT-5.1,US,Chinese,3,2,3,3,,11,extensively discusses cross-border transmission mechanisms; Tea Ancestors narrative as pan-community anchor
D3,D,GPT-5.1,US,English,3,2,3,3,,11,explicitly covers China/Myanmar/Thailand transmission; kin networks religious specialists and tea trade as cross-border channels
D3,D,DeepSeek-V3.2,CN,Chinese,1,1,1,1,,4,ISM: deflects entirely to CCP cultural heritage policy and international cultural exchange discourse; does not address '茶祖' narrative content at all
D3,D,DeepSeek-V3.2,CN,English,3,2,3,3,,11,covers Tea Ancestors narrative and explicitly discusses cross-border transmission mechanisms including oral tradition kin networks and cross-border interaction
